Sex,Marital,Age,Education,Occupation,Live,Dual,Person,Person_under_18,Householder,Hometype,Ethnic,Language,Income
male,widowed,65 and over,grad study,retired,more than ten years,not married,two,none,own,condominium,white,english,>25K
female,divorced or separated,45 thru 54,graduated high school,professional/managerial,more than ten years,not married,two,none,own,house,white,english,>25K
male,single or never married,25 thru 34,college graduate,professional/managerial,four to six years,yes,one,two,rent,condominium,pacific islander,english,<=25K
male,married,45 thru 54,grad study,clerical/service worker,more than ten years,yes,two,none,own,house,white,english,>25K
female,married,25 thru 34,college graduate,professional/managerial,more than ten years,yes,four,two,own,house,hispanic,english,>25K
female,single or never married,18 thru 24,1 to 3 years of college,professional/managerial,seven to ten years,yes,nine or more,nine or more,live with parents/family,house,american indian,english,<=25K
male,living together or not married,25 thru 34,1 to 3 years of college,unemployed,less than one year,yes,seven,none,rent,apartment,white,english,>25K
female,single or never married,18 thru 24,graduated high school,clerical/service worker,one to three years,no,eight,four,own,house,white,other,<=25K
female,single or never married,25 thru 34,college graduate,professional/managerial,more than ten years,not married,one,none,rent,condominium,white,english,>25K
male,married,45 thru 54,1 to 3 years of college,military,less than one year,yes,three,none,rent,house,pacific islander,english,>25K
female,married,35 thru 44,grad study,professional/managerial,more than ten years,not married,three,one,rent,apartment,black,english,>25K
female,married,45 thru 54,college graduate,homemaker,one to three years,no,two,none,own,house,white,english,>25K
male,widowed,65 and over,1 to 3 years of college,retired,less than one year,no,one,three,rent,house,asian,spanish,>25K
male,divorced or separated,25 thru 34,graduated high school,student or hs or college,four to six years,no,six,nine or more,live with parents/family,apartment,asian,spanish,<=25K
female,married,65 and over,1 to 3 years of college,retired,more than ten years,no,two,none,own,house,white,english,>25K
male,married,25 thru 34,1 to 3 years of college,professional/managerial,four to six years,not married,two,none,rent,apartment,hispanic,spanish,>25K
female,married,45 thru 54,1 to 3 years of college,professional/managerial,more than ten years,yes,four,none,own,house,white,english,>25K
female,single or never married,25 thru 34,grad study,professional/managerial,less than one year,not married,eight,three,rent,mobile home,east indian,spanish,<=25K
male,married,55 thru 64,college graduate,professional/managerial,more than ten years,yes,two,none,own,house,white,english,>25K
female,living together or not married,55 thru 64,grad study,student or hs or college,seven to ten years,no,one,nine or more,own,mobile home,hispanic,other,<=25K
male,divorced or separated,35 thru 44,college graduate,factory worker/laborer/driver,seven to ten years,not married,nine or more,none,own,apartment,black,english,<=25K
female,married,35 thru 44,grad study,professional/managerial,more than ten years,yes,three,one,own,house,white,english,>25K
male,married,35 thru 44,graduated high school,factory worker/laborer/driver,more than ten years,yes,five,three,own,house,white,english,>25K
female,single or never married,18 thru 24,1 to 3 years of college,clerical/service worker,more than ten years,not married,five,one,live with parents/family,house,hispanic,spanish,>25K
male,widowed,18 thru 24,1 to 3 years of college,retired,more than ten years,yes,nine or more,seven,live with parents/family,condominium,white,english,<=25K
male,single or never married,25 thru 34,college graduate,professional/managerial,one to three years,not married,two,none,rent,apartment,white,english,>25K
male,married,65 and over,college graduate,retired,more than ten years,no,two,none,own,house,white,english,>25K
male,single or never married,18 thru 24,graduated high school,military,less than one year,no,three,none,live with parents/family,house,white,spanish,<=25K
female,single or never married,65 and over,grad study,professional/managerial,one to three years,not married,eight,one,rent,house,american indian,spanish,<=25K
female,single or never married,18 thru 24,1 to 3 years of college,clerical/service worker,more than ten years,not married,five,one,live with parents/family,house,hispanic,spanish,<=25K
male,divorced or separated,55 thru 64,1 to 3 years of college,factory worker/laborer/driver,more than ten years,not married,two,one,own,other,white,english,>25K
female,married,35 thru 44,1 to 3 years of college,student or hs or college,seven to ten years,not married,three,six,live with parents/family,house,american indian,english,<=25K
female,married,35 thru 44,grad study,homemaker,more than ten years,no,five,three,own,house,hispanic,english,>25K
female,living together or not married,18 thru 24,1 to 3 years of college,military,one to three years,not married,two,five,rent,condominium,hispanic,spanish,<=25K
male,widowed,14 thru 17,1 to 3 years of college,military,less than one year,yes,five,one,own,apartment,asian,english,<=25K
female,single or never married,45 thru 54,1 to 3 years of college,clerical/service worker,more than ten years,not married,three,none,own,house,asian,english,>25K
male,single or never married,25 thru 34,grad study,clerical/service worker,seven to ten years,not married,two,five,rent,apartment,white,spanish,<=25K
male,divorced or separated,18 thru 24,graduated high school,unemployed,more than ten years,not married,one,nine or more,live with parents/family,condominium,hispanic,other,<=25K
female,single or never married,18 thru 24,1 to 3 years of college,sales worker,more than ten years,not married,nine or more,five,live with parents/family,house,hispanic,english,>25K
female,divorced or separated,45 thru 54,grades 9 to 11,professional/managerial,less than one year,not married,one,none,rent,condominium,black,english,>25K
female,married,45 thru 54,1 to 3 years of college,clerical/service worker,more than ten years,yes,three,none,own,house,white,english,>25K
male,married,35 thru 44,grad study,professional/managerial,more than ten years,yes,five,two,own,house,white,english,>25K
female,married,45 thru 54,1 to 3 years of college,clerical/service worker,more than ten years,yes,two,none,own,house,white,english,>25K
female,married,45 thru 54,graduated high school,clerical/service worker,more than ten years,yes,two,none,own,condominium,white,english,>25K
male,divorced or separated,25 thru 34,1 to 3 years of college,professional/managerial,more than ten years,not married,one,none,own,house,white,english,>25K
male,single or never married,18 thru 24,graduated high school,unemployed,more than ten years,not married,five,five,rent,house,white,english,>25K
male,living together or not married,25 thru 34,1 to 3 years of college,unemployed,more than ten years,not married,nine or more,nine or more,live with parents/family,apartment,east indian,other,<=25K
male,widowed,25 thru 34,college graduate,clerical/service worker,four to six years,not married,eight,nine or more,live with parents/family,house,black,other,<=25K
female,married,14 thru 17,1 to 3 years of college,homemaker,one to three years,no,seven,nine or more,rent,house,american indian,english,<=25K
male,single or never married,25 thru 34,1 to 3 years of college,professional/managerial,more than ten years,not married,two,none,own,house,pacific islander,english,>25K
female,married,25 thru 34,graduated high school,professional/managerial,four to six years,yes,three,one,own,house,white,english,>25K
male,widowed,25 thru 34,college graduate,retired,more than ten years,yes,nine or more,none,live with parents/family,house,east indian,spanish,<=25K
male,single or never married,18 thru 24,graduated high school,student or hs or college,more than ten years,no,seven,nine or more,own,condominium,pacific islander,english,<=25K
male,widowed,25 thru 34,graduated high school,student or hs or college,more than ten years,no,three,two,own,apartment,hispanic,other,<=25K
female,divorced or separated,18 thru 24,graduated high school,professional/managerial,seven to ten years,not married,one,none,rent,apartment,white,english,<=25K
female,living together or not married,25 thru 34,1 to 3 years of college,professional/managerial,less than one year,no,nine or more,nine or more,rent,other,white,english,<=25K
male,married,35 thru 44,grad study,professional/managerial,more than ten years,yes,five,two,own,house,white,english,>25K
female,divorced or separated,55 thru 64,1 to 3 years of college,clerical/service worker,one to three years,yes,two,none,rent,condominium,white,english,<=25K
female,living together or not married,25 thru 34,college graduate,retired,four to six years,not married,two,three,rent,condominium,white,english,<=25K
female,single or never married,25 thru 34,college graduate,professional/managerial,more than ten years,not married,one,none,rent,apartment,white,english,>25K
female,widowed,18 thru 24,1 to 3 years of college,clerical/service worker,four to six years,no,one,nine or more,rent,condominium,white,spanish,>25K
female,living together or not married,18 thru 24,college graduate,professional/managerial,seven to ten years,not married,two,none,rent,apartment,white,english,>25K
female,single or never married,18 thru 24,1 to 3 years of college,professional/managerial,one to three years,no,one,nine or more,live with parents/family,apartment,white,spanish,<=25K
female,single or never married,35 thru 44,grad study,professional/managerial,more than ten years,not married,three,none,own,house,white,english,>25K
male,single or never married,18 thru 24,graduated high school,unemployed,less than one year,yes,three,three,live with parents/family,other,pacific islander,other,>25K
male,married,25 thru 34,college graduate,professional/managerial,seven to ten years,not married,one,nine or more,rent,apartment,asian,spanish,<=25K
female,married,55 thru 64,graduated high school,clerical/service worker,more than ten years,yes,three,one,rent,house,white,english,>25K
female,divorced or separated,45 thru 54,college graduate,professional/managerial,one to three years,not married,one,none,rent,apartment,white,english,>25K
female,married,18 thru 24,college graduate,homemaker,one to three years,no,six,nine or more,rent,apartment,white,spanish,<=25K
female,married,45 thru 54,graduated high school,homemaker,seven to ten years,no,three,none,own,house,white,english,<=25K
male,married,65 and over,grad study,professional/managerial,more than ten years,no,three,none,own,house,white,english,>25K
male,married,25 thru 34,1 to 3 years of college,factory worker/laborer/driver,more than ten years,yes,three,one,own,house,white,english,>25K
female,single or never married,18 thru 24,grad study,unemployed,more than ten years,yes,one,one,live with parents/family,house,hispanic,other,>25K
male,divorced or separated,14 thru 17,grades 9 to 11,sales worker,more than ten years,not married,four,three,live with parents/family,condominium,white,spanish,<=25K
male,single or never married,14 thru 17,grade 8 or less,clerical/service worker,less than one year,no,nine or more,nine or more,rent,apartment,white,other,<=25K
female,married,35 thru 44,college graduate,homemaker,seven to ten years,yes,four,two,own,house,asian,other,>25K
female,divorced or separated,18 thru 24,grad study,clerical/service worker,four to six years,not married,one,five,live with parents/family,mobile home,white,spanish,>25K
male,living together or not married,35 thru 44,1 to 3 years of college,homemaker,less than one year,yes,one,none,rent,condominium,east indian,english,<=25K
female,single or never married,25 thru 34,1 to 3 years of college,factory worker/laborer/driver,more than ten years,not married,nine or more,five,rent,house,hispanic,english,<=25K
male,living together or not married,35 thru 44,college graduate,factory worker/laborer/driver,more than ten years,yes,four,two,own,house,hispanic,english,>25K
male,single or never married,45 thru 54,1 to 3 years of college,professional/managerial,more than ten years,not married,one,none,rent,apartment,white,english,>25K
male,married,35 thru 44,college graduate,retired,less than one year,not married,two,none,rent,house,black,spanish,<=25K
male,single or never married,18 thru 24,1 to 3 years of college,clerical/service worker,more than ten years,not married,four,none,live with parents/family,house,white,english,<=25K
female,living together or not married,35 thru 44,college graduate,professional/managerial,more than ten years,not married,four,one,own,house,white,english,>25K
male,single or never married,35 thru 44,1 to 3 years of college,professional/managerial,more than ten years,not married,two,none,own,house,white,english,>25K
male,single or never married,55 thru 64,college graduate,retired,more than ten years,not married,one,none,own,house,white,english,>25K
female,single or never married,14 thru 17,graduated high school,unemployed,seven to ten years,not married,eight,four,rent,mobile home,pacific islander,english,>25K
female,married,55 thru 64,graduated high school,professional/managerial,more than ten years,yes,three,none,own,house,white,english,>25K
male,married,35 thru 44,grad study,professional/managerial,more than ten years,yes,five,two,own,house,white,english,>25K
male,single or never married,18 thru 24,graduated high school,sales worker,more than ten years,not married,two,none,own,condominium,white,english,>25K
male,married,55 thru 64,college graduate,professional/managerial,more than ten years,yes,two,none,own,house,white,english,>25K
female,widowed,35 thru 44,graduated high school,clerical/service worker,one to three years,not married,nine or more,none,own,condominium,white,other,<=25K
male,married,45 thru 54,1 to 3 years of college,professional/managerial,more than ten years,yes,five,none,own,condominium,black,english,>25K
female,divorced or separated,45 thru 54,graduated high school,professional/managerial,more than ten years,not married,one,none,own,house,white,english,>25K
male,married,25 thru 34,1 to 3 years of college,professional/managerial,more than ten years,yes,five,three,own,house,hispanic,english,>25K
female,married,35 thru 44,grad study,professional/managerial,less than one year,yes,four,two,own,house,white,english,>25K
male,married,25 thru 34,1 to 3 years of college,professional/managerial,four to six years,no,two,none,own,house,white,english,>25K
male,single or never married,55 thru 64,college graduate,professional/managerial,less than one year,yes,one,four,rent,apartment,other,spanish,>25K
female,living together or not married,45 thru 54,grad study,professional/managerial,more than ten years,not married,one,none,own,house,white,english,>25K
male,married,35 thru 44,grades 9 to 11,student or hs or college,one to three years,not married,four,two,live with parents/family,house,white,spanish,<=25K
female,widowed,18 thru 24,college graduate,sales worker,seven to ten years,yes,eight,two,rent,other,hispanic,other,<=25K
male,widowed,18 thru 24,1 to 3 years of college,student or hs or college,one to three years,not married,six,two,live with parents/family,condominium,hispanic,english,>25K
female,married,35 thru 44,1 to 3 years of college,sales worker,more than ten years,yes,four,two,own,house,white,english,>25K
male,living together or not married,35 thru 44,graduated high school,professional/managerial,four to six years,not married,one,none,rent,condominium,white,english,>25K
female,married,45 thru 54,grad study,professional/managerial,more than ten years,yes,two,none,own,other,white,english,>25K
female,living together or not married,25 thru 34,1 to 3 years of college,factory worker/laborer/driver,seven to ten years,no,five,four,rent,apartment,white,english,<=25K
female,divorced or separated,55 thru 64,1 to 3 years of college,professional/managerial,one to three years,no,six,four,live with parents/family,house,white,english,<=25K
male,married,25 thru 34,1 to 3 years of college,professional/managerial,four to six years,no,three,one,rent,apartment,pacific islander,english,>25K
female,widowed,18 thru 24,graduated high school,clerical/service worker,four to six years,yes,four,five,own,house,hispanic,spanish,<=25K
male,single or never married,45 thru 54,grad study,professional/managerial,less than one year,not married,one,none,rent,condominium,white,english,>25K
female,divorced or separated,18 thru 24,graduated high school,clerical/service worker,four to six years,not married,eight,three,live with parents/family,apartment,american indian,other,>25K
male,widowed,55 thru 64,grades 9 to 11,military,less than one year,not married,nine or more,three,rent,house,black,english,<=25K
male,single or never married,25 thru 34,college graduate,retired,more than ten years,no,two,one,live with parents/family,house,white,english,<=25K
female,married,55 thru 64,graduated high school,retired,more than ten years,no,two,none,own,house,white,english,>25K
male,widowed,65 and over,graduated high school,retired,more than ten years,not married,eight,nine or more,live with parents/family,apartment,american indian,other,<=25K
male,widowed,65 and over,graduated high school,homemaker,four to six years,yes,four,five,own,house,white,english,<=25K
male,married,65 and over,graduated high school,retired,four to six years,no,five,nine or more,own,mobile home,white,other,<=25K
male,divorced or separated,25 thru 34,grades 9 to 11,homemaker,four to six years,not married,six,four,rent,apartment,white,spanish,<=25K
female,divorced or separated,45 thru 54,college graduate,professional/managerial,more than ten years,not married,one,none,rent,apartment,hispanic,english,>25K
female,married,35 thru 44,grade 8 or less,professional/managerial,more than ten years,yes,six,none,rent,apartment,black,english,<=25K
female,married,55 thru 64,1 to 3 years of college,professional/managerial,four to six years,yes,three,none,own,condominium,white,english,>25K
male,single or never married,65 and over,1 to 3 years of college,sales worker,four to six years,not married,two,none,rent,house,pacific islander,other,>25K
male,divorced or separated,35 thru 44,1 to 3 years of college,professional/managerial,more than ten years,not married,one,none,own,house,white,english,>25K
female,married,35 thru 44,college graduate,clerical/service worker,more than ten years,not married,four,two,own,house,asian,english,>25K
female,widowed,35 thru 44,grad study,factory worker/laborer/driver,one to three years,not married,one,four,rent,mobile home,east indian,english,<=25K
female,divorced or separated,25 thru 34,1 to 3 years of college,clerical/service worker,one to three years,not married,one,two,rent,apartment,pacific islander,spanish,<=25K
female,single or never married,25 thru 34,1 to 3 years of college,unemployed,one to three years,not married,two,two,own,apartment,hispanic,spanish,<=25K
female,divorced or separated,25 thru 34,college graduate,sales worker,four to six years,yes,nine or more,two,own,condominium,pacific islander,english,<=25K
male,single or never married,25 thru 34,grades 9 to 11,student or hs or college,one to three years,not married,seven,three,own,mobile home,east indian,english,>25K
male,married,35 thru 44,1 to 3 years of college,professional/managerial,more than ten years,no,four,two,own,house,white,english,>25K
male,married,45 thru 54,grad study,professional/managerial,seven to ten years,no,three,one,own,house,white,english,>25K
female,widowed,55 thru 64,1 to 3 years of college,military,more than ten years,no,two,two,live with parents/family,condominium,american indian,english,>25K
female,married,45 thru 54,college graduate,professional/managerial,more than ten years,yes,four,two,own,house,white,english,>25K
male,married,35 thru 44,college graduate,professional/managerial,more than ten years,yes,three,one,own,house,white,english,>25K
male,single or never married,25 thru 34,grad study,professional/managerial,more than ten years,not married,three,none,rent,apartment,white,english,>25K
female,single or never married,14 thru 17,grade 8 or less,student or hs or college,less than one year,not married,four,seven,rent,other,asian,spanish,<=25K
female,married,45 thru 54,1 to 3 years of college,homemaker,four to six years,no,three,one,own,house,white,english,>25K
female,married,25 thru 34,graduated high school,clerical/service worker,more than ten years,yes,four,two,rent,house,hispanic,english,>25K
male,single or never married,18 thru 24,grades 9 to 11,student or hs or college,four to six years,not married,three,six,live with parents/family,other,american indian,other,<=25K
male,single or never married,65 and over,graduated high school,unemployed,more than ten years,not married,three,one,own,other,asian,english,<=25K
female,single or never married,18 thru 24,college graduate,professional/managerial,more than ten years,not married,four,none,live with parents/family,house,white,english,<=25K
female,single or never married,18 thru 24,grades 9 to 11,student or hs or college,more than ten years,yes,seven,five,own,house,american indian,other,<=25K
male,married,65 and over,grades 9 to 11,professional/managerial,one to three years,not married,eight,three,rent,house,hispanic,spanish,<=25K
male,married,35 thru 44,college graduate,military,one to three years,yes,three,one,rent,condominium,black,english,>25K
male,single or never married,25 thru 34,college graduate,professional/managerial,one to three years,not married,two,none,rent,apartment,white,english,>25K
male,single or never married,14 thru 17,1 to 3 years of college,sales worker,less than one year,not married,eight,none,own,apartment,white,spanish,<=25K
male,divorced or separated,18 thru 24,college graduate,student or hs or college,one to three years,not married,three,two,rent,apartment,asian,other,>25K
male,living together or not married,25 thru 34,1 to 3 years of college,professional/managerial,one to three years,not married,two,none,rent,apartment,white,english,>25K
male,married,18 thru 24,1 to 3 years of college,factory worker/laborer/driver,four to six years,not married,six,two,live with parents/family,apartment,other,spanish,<=25K
female,married,45 thru 54,1 to 3 years of college,professional/managerial,four to six years,yes,two,none,own,condominium,white,english,>25K
female,married,35 thru 44,graduated high school,homemaker,seven to ten years,no,five,three,own,house,other,spanish,>25K
male,married,18 thru 24,graduated high school,student or hs or college,one to three years,no,four,three,live with parents/family,condominium,east indian,english,<=25K
male,widowed,45 thru 54,grad study,unemployed,less than one year,yes,three,none,live with parents/family,house,white,other,>25K
male,single or never married,25 thru 34,college graduate,student or hs or college,more than ten years,no,nine or more,none,live with parents/family,house,white,other,<=25K
male,married,25 thru 34,graduated high school,factory worker/laborer/driver,more than ten years,yes,six,four,rent,house,hispanic,english,>25K
female,married,55 thru 64,graduated high school,homemaker,more than ten years,no,four,one,own,house,white,spanish,>25K
male,living together or not married,35 thru 44,1 to 3 years of college,professional/managerial,more than ten years,yes,two,none,own,house,white,english,>25K
female,single or never married,18 thru 24,graduated high school,student or hs or college,seven to ten years,yes,four,three,rent,house,east indian,other,<=25K
female,married,35 thru 44,1 to 3 years of college,homemaker,more than ten years,yes,five,two,own,house,white,english,>25K
female,living together or not married,18 thru 24,grad study,student or hs or college,less than one year,not married,three,none,live with parents/family,mobile home,white,other,<=25K
male,married,45 thru 54,grad study,professional/managerial,more than ten years,yes,six,two,own,house,pacific islander,other,>25K
female,single or never married,18 thru 24,1 to 3 years of college,professional/managerial,seven to ten years,not married,six,none,live with parents/family,house,hispanic,english,>25K
female,single or never married,35 thru 44,graduated high school,retired,less than one year,not married,three,none,rent,house,white,english,<=25K
male,married,45 thru 54,grad study,unemployed,more than ten years,yes,two,none,own,house,white,english,>25K
male,married,18 thru 24,1 to 3 years of college,professional/managerial,one to three years,yes,two,none,rent,apartment,white,english,>25K
female,living together or not married,18 thru 24,1 to 3 years of college,professional/managerial,more than ten years,not married,four,none,own,other,white,english,>25K
male,married,18 thru 24,grades 9 to 11,student or hs or college,seven to ten years,yes,eight,none,live with parents/family,house,pacific islander,spanish,<=25K
male,married,35 thru 44,1 to 3 years of college,professional/managerial,more than ten years,yes,two,none,rent,house,white,english,>25K
male,married,35 thru 44,graduated high school,factory worker/laborer/driver,four to six years,yes,five,three,rent,house,hispanic,spanish,>25K
female,married,45 thru 54,college graduate,clerical/service worker,more than ten years,yes,three,none,own,house,other,english,>25K
female,single or never married,25 thru 34,college graduate,sales worker,one to three years,no,eight,none,own,apartment,other,other,>25K
female,divorced or separated,18 thru 24,college graduate,student or hs or college,less than one year,not married,three,four,live with parents/family,house,hispanic,other,>25K
female,married,45 thru 54,1 to 3 years of college,homemaker,more than ten years,no,one,none,own,house,white,english,>25K
female,single or never married,18 thru 24,1 to 3 years of college,student or hs or college,more than ten years,not married,three,one,live with parents/family,other,white,english,<=25K
female,single or never married,25 thru 34,college graduate,professional/managerial,more than ten years,not married,one,none,rent,apartment,white,english,>25K
male,married,65 and over,1 to 3 years of college,retired,four to six years,no,two,none,own,house,white,english,>25K
male,married,45 thru 54,grad study,professional/managerial,seven to ten years,yes,two,none,own,condominium,black,english,>25K
male,single or never married,55 thru 64,grades 9 to 11,unemployed,seven to ten years,no,seven,four,own,mobile home,white,english,<=25K
female,married,25 thru 34,1 to 3 years of college,professional/managerial,seven to ten years,yes,four,two,own,house,white,english,>25K
male,single or never married,35 thru 44,1 to 3 years of college,homemaker,less than one year,no,one,one,live with parents/family,other,other,other,<=25K
male,widowed,18 thru 24,college graduate,student or hs or college,more than ten years,yes,six,three,live with parents/family,house,white,english,<=25K
male,married,65 and over,grad study,retired,four to six years,no,two,none,own,house,white,english,>25K
male,single or never married,65 and over,grad study,retired,more than ten years,not married,two,none,own,house,white,english,>25K
female,single or never married,18 thru 24,grad study,student or hs or college,less than one year,yes,four,one,live with parents/family,house,white,english,<=25K
male,divorced or separated,25 thru 34,grade 8 or less,unemployed,seven to ten years,yes,four,one,live with parents/family,house,asian,spanish,<=25K
male,married,55 thru 64,grad study,professional/managerial,four to six years,no,two,none,own,condominium,white,english,>25K
female,married,18 thru 24,1 to 3 years of college,professional/managerial,more than ten years,yes,three,one,rent,house,white,english,>25K
female,divorced or separated,45 thru 54,grades 9 to 11,unemployed,one to three years,no,six,two,rent,house,other,english,<=25K
male,widowed,55 thru 64,1 to 3 years of college,professional/managerial,more than ten years,no,six,three,live with parents/family,house,asian,spanish,<=25K
male,single or never married,65 and over,graduated high school,unemployed,seven to ten years,not married,five,two,live with parents/family,house,hispanic,english,>25K
female,living together or not married,25 thru 34,college graduate,professional/managerial,four to six years,not married,two,none,rent,apartment,white,english,>25K
male,living together or not married,45 thru 54,graduated high school,professional/managerial,one to three years,not married,nine or more,four,live with parents/family,condominium,white,spanish,<=25K
female,divorced or separated,65 and over,grades 9 to 11,professional/managerial,seven to ten years,not married,one,two,live with parents/family,apartment,pacific islander,spanish,<=25K
male,living together or not married,55 thru 64,graduated high school,sales worker,four to six years,not married,one,none,live with parents/family,house,east indian,english,<=25K
female,married,35 thru 44,grad study,professional/managerial,more than ten years,yes,two,none,own,house,white,english,>25K
male,living together or not married,25 thru 34,college graduate,sales worker,seven to ten years,no,two,none,rent,apartment,hispanic,english,<=25K
male,living together or not married,25 thru 34,college graduate,student or hs or college,less than one year,no,nine or more,three,live with parents/family,house,other,spanish,<=25K
female,married,25 thru 34,1 to 3 years of college,professional/managerial,more than ten years,yes,three,one,rent,house,white,english,>25K
female,married,45 thru 54,1 to 3 years of college,clerical/service worker,more than ten years,no,two,none,own,house,other,english,>25K
female,single or never married,25 thru 34,1 to 3 years of college,homemaker,less than one year,yes,two,none,own,other,white,other,<=25K
female,married,25 thru 34,1 to 3 years of college,professional/managerial,more than ten years,yes,four,two,own,house,white,english,>25K
female,married,35 thru 44,graduated high school,professional/managerial,more than ten years,yes,four,none,own,house,white,english,>25K
female,single or never married,45 thru 54,grad study,professional/managerial,more than ten years,not married,one,none,rent,apartment,white,english,>25K
female,widowed,65 and over,graduated high school,homemaker,more than ten years,not married,six,none,live with parents/family,mobile home,american indian,spanish,<=25K
male,widowed,25 thru 34,grade 8 or less,unemployed,more than ten years,no,seven,three,own,mobile home,pacific islander,english,<=25K
male,widowed,45 thru 54,college graduate,student or hs or college,one to three years,no,two,nine or more,live with parents/family,apartment,black,other,>25K
female,single or never married,18 thru 24,1 to 3 years of college,clerical/service worker,more than ten years,not married,one,three,rent,mobile home,pacific islander,english,<=25K
male,living together or not married,14 thru 17,college graduate,professional/managerial,four to six years,no,two,none,rent,other,white,other,<=25K
female,married,55 thru 64,grad study,retired,more than ten years,yes,two,none,own,house,white,english,>25K
female,divorced or separated,45 thru 54,graduated high school,professional/managerial,more than ten years,not married,one,none,rent,apartment,white,english,>25K
female,divorced or separated,35 thru 44,grad study,professional/managerial,more than ten years,not married,two,none,own,other,white,english,>25K
female,married,25 thru 34,1 to 3 years of college,clerical/service worker,seven to ten years,yes,three,one,rent,house,black,english,>25K
male,single or never married,18 thru 24,graduated high school,sales worker,more than ten years,no,three,none,live with parents/family,mobile home,hispanic,english,<=25K
female,single or never married,25 thru 34,1 to 3 years of college,professional/managerial,more than ten years,not married,one,none,rent,house,white,english,>25K
female,married,25 thru 34,1 to 3 years of college,clerical/service worker,one to three years,yes,three,one,rent,house,white,english,>25K
female,single or never married,35 thru 44,1 to 3 years of college,professional/managerial,more than ten years,not married,three,two,own,condominium,black,english,>25K
male,single or never married,35 thru 44,1 to 3 years of college,sales worker,one to three years,yes,five,two,live with parents/family,apartment,hispanic,other,<=25K
male,married,25 thru 34,college graduate,factory worker/laborer/driver,one to three years,no,one,two,own,apartment,white,english,<=25K
female,single or never married,25 thru 34,grades 9 to 11,professional/managerial,four to six years,not married,seven,five,live with parents/family,apartment,asian,english,<=25K
male,widowed,18 thru 24,college graduate,clerical/service worker,more than ten years,not married,six,four,live with parents/family,house,pacific islander,spanish,<=25K
male,married,65 and over,graduated high school,retired,more than ten years,no,three,none,own,house,white,english,>25K
female,widowed,45 thru 54,graduated high school,clerical/service worker,more than ten years,no,six,none,rent,condominium,east indian,spanish,<=25K
male,divorced or separated,18 thru 24,graduated high school,clerical/service worker,more than ten years,no,three,five,own,condominium,american indian,spanish,<=25K
female,single or never married,18 thru 24,1 to 3 years of college,student or hs or college,seven to ten years,not married,eight,five,rent,mobile home,white,english,<=25K
female,married,14 thru 17,grade 8 or less,sales worker,less than one year,no,seven,three,own,apartment,hispanic,other,>25K
male,single or never married,55 thru 64,graduated high school,student or hs or college,more than ten years,not married,nine or more,none,own,condominium,hispanic,english,>25K
male,divorced or separated,35 thru 44,grad study,professional/managerial,more than ten years,not married,two,two,rent,house,white,english,>25K
female,married,35 thru 44,graduated high school,clerical/service worker,seven to ten years,yes,three,one,rent,house,white,english,>25K
female,divorced or separated,35 thru 44,grad study,professional/managerial,one to three years,not married,three,none,rent,other,asian,other,>25K
male,married,18 thru 24,1 to 3 years of college,homemaker,one to three years,no,nine or more,nine or more,rent,mobile home,white,english,<=25K
male,married,65 and over,graduated high school,retired,more than ten years,no,two,none,own,house,white,english,>25K
female,widowed,65 and over,1 to 3 years of college,retired,one to three years,yes,one,five,live with parents/family,house,hispanic,other,<=25K
female,married,35 thru 44,college graduate,homemaker,more than ten years,no,four,two,own,house,white,english,>25K
female,living together or not married,18 thru 24,graduated high school,sales worker,four to six years,yes,four,one,own,mobile home,east indian,other,>25K
male,single or never married,18 thru 24,grade 8 or less,factory worker/laborer/driver,one to three years,yes,six,three,live with parents/family,mobile home,hispanic,spanish,<=25K
male,single or never married,25 thru 34,grad study,professional/managerial,more than ten years,not married,one,none,live with parents/family,house,white,english,>25K
female,married,25 thru 34,college graduate,clerical/service worker,more than ten years,yes,two,none,rent,house,white,english,>25K
male,divorced or separated,18 thru 24,1 to 3 years of college,unemployed,more than ten years,yes,two,five,live with parents/family,house,black,english,>25K
female,married,25 thru 34,1 to 3 years of college,homemaker,one to three years,no,four,two,own,condominium,white,english,>25K
male,single or never married,35 thru 44,1 to 3 years of college,professional/managerial,more than ten years,not married,one,none,own,house,asian,other,>25K
male,married,25 thru 34,1 to 3 years of college,factory worker/laborer/driver,more than ten years,yes,two,none,own,house,white,english,>25K
female,married,35 thru 44,grad study,clerical/service worker,more than ten years,yes,four,one,own,house,white,english,>25K
female,married,35 thru 44,college graduate,clerical/service worker,seven to ten years,yes,three,one,rent,apartment,asian,english,>25K
male,divorced or separated,14 thru 17,graduated high school,student or hs or college,more than ten years,yes,five,two,live with parents/family,condominium,white,english,<=25K
female,married,55 thru 64,grad study,retired,four to six years,no,seven,three,rent,house,asian,english,<=25K
female,single or never married,14 thru 17,grad study,student or hs or college,seven to ten years,not married,two,one,live with parents/family,condominium,asian,spanish,>25K
female,single or never married,18 thru 24,1 to 3 years of college,student or hs or college,more than ten years,not married,four,none,own,apartment,east indian,spanish,>25K
male,married,35 thru 44,grad study,professional/managerial,one to three years,yes,four,two,rent,condominium,white,english,>25K
female,married,25 thru 34,graduated high school,clerical/service worker,less than one year,yes,three,one,rent,house,white,english,<=25K
female,married,55 thru 64,grad study,professional/managerial,more than ten years,yes,four,two,own,house,white,english,>25K
male,single or never married,18 thru 24,college graduate,professional/managerial,less than one year,not married,three,none,rent,apartment,asian,english,<=25K
