Sex,Marital,Age,Education,Occupation,Live,Dual,Person,Person_under_18,Householder,Hometype,Ethnic,Language,Income
female,single or never married,18 thru 24,graduated high school,student or hs or college,more than ten years,not married,nine or more,one,live with parents/family,house,white,english,<=25K
male,single or never married,25 thru 34,1 to 3 years of college,unemployed,more than ten years,not married,three,none,live with parents/family,house,white,english,<=25K
female,married,45 thru 54,grad study,clerical/service worker,four to six years,no,five,two,own,house,white,english,>25K
female,single or never married,18 thru 24,graduated high school,sales worker,more than ten years,not married,three,none,live with parents/family,house,black,english,>25K
male,single or never married,18 thru 24,graduated high school,unemployed,more than ten years,not married,four,none,live with parents/family,house,white,english,>25K
male,married,18 thru 24,1 to 3 years of college,professional/managerial,more than ten years,yes,two,none,rent,house,white,english,>25K
female,divorced or separated,45 thru 54,grad study,professional/managerial,seven to ten years,not married,one,none,rent,apartment,white,english,>25K
male,single or never married,25 thru 34,1 to 3 years of college,student or hs or college,one to three years,not married,one,none,rent,apartment,white,english,<=25K
male,single or never married,18 thru 24,graduated high school,student or hs or college,more than ten years,not married,four,none,own,house,white,english,<=25K
male,single or never married,14 thru 17,grades 9 to 11,clerical/service worker,more than ten years,not married,four,two,live with parents/family,house,white,english,>25K
female,married,35 thru 44,1 to 3 years of college,professional/managerial,more than ten years,yes,three,one,own,house,white,english,>25K
female,single or never married,65 and over,college graduate,retired,more than ten years,not married,one,none,own,apartment,black,english,>25K
female,married,35 thru 44,1 to 3 years of college,clerical/service worker,more than ten years,yes,three,one,own,house,white,english,>25K
female,married,35 thru 44,1 to 3 years of college,homemaker,more than ten years,no,five,three,own,house,black,english,>25K
male,single or never married,14 thru 17,grade 8 or less,student or hs or college,seven to ten years,not married,five,three,live with parents/family,house,white,english,<=25K
female,widowed,65 and over,graduated high school,retired,more than ten years,not married,one,none,rent,apartment,white,english,<=25K
female,single or never married,25 thru 34,1 to 3 years of college,professional/managerial,four to six years,not married,one,none,rent,apartment,white,english,>25K
male,single or never married,18 thru 24,college graduate,student or hs or college,more than ten years,not married,one,none,rent,house,white,english,<=25K
male,single or never married,18 thru 24,1 to 3 years of college,sales worker,less than one year,not married,two,none,rent,apartment,other,english,<=25K
male,married,18 thru 24,graduated high school,military,one to three years,no,three,one,rent,apartment,white,english,<=25K
male,single or never married,25 thru 34,grad study,clerical/service worker,one to three years,not married,four,none,rent,apartment,white,english,>25K
male,single or never married,18 thru 24,grades 9 to 11,factory worker/laborer/driver,less than one year,not married,eight,five,rent,apartment,hispanic,spanish,<=25K
female,married,35 thru 44,1 to 3 years of college,clerical/service worker,more than ten years,yes,three,one,own,house,white,english,>25K
female,married,55 thru 64,graduated high school,retired,more than ten years,no,two,none,own,house,white,english,>25K
female,married,35 thru 44,grad study,professional/managerial,more than ten years,yes,two,none,own,house,asian,english,>25K
male,widowed,55 thru 64,1 to 3 years of college,factory worker/laborer/driver,more than ten years,not married,one,none,rent,apartment,hispanic,english,<=25K
female,single or never married,25 thru 34,graduated high school,homemaker,seven to ten years,not married,four,three,rent,apartment,hispanic,spanish,<=25K
female,divorced or separated,25 thru 34,1 to 3 years of college,clerical/service worker,more than ten years,not married,three,two,own,house,black,english,<=25K
female,single or never married,14 thru 17,grades 9 to 11,student or hs or college,one to three years,not married,four,two,live with parents/family,house,white,english,<=25K
female,married,35 thru 44,grad study,professional/managerial,more than ten years,no,three,one,own,house,white,english,>25K
male,married,35 thru 44,1 to 3 years of college,professional/managerial,more than ten years,yes,five,three,own,house,asian,english,>25K
male,married,55 thru 64,college graduate,professional/managerial,seven to ten years,no,two,none,own,house,white,english,>25K
female,divorced or separated,55 thru 64,grad study,homemaker,more than ten years,not married,one,none,own,house,white,english,>25K
female,married,35 thru 44,graduated high school,homemaker,less than one year,no,four,two,rent,house,white,english,>25K
male,married,45 thru 54,1 to 3 years of college,professional/managerial,more than ten years,no,four,none,own,house,asian,other,>25K
female,married,45 thru 54,graduated high school,homemaker,more than ten years,no,four,none,own,house,black,english,>25K
female,single or never married,25 thru 34,1 to 3 years of college,professional/managerial,one to three years,not married,two,none,rent,apartment,black,english,<=25K
female,single or never married,35 thru 44,1 to 3 years of college,unemployed,seven to ten years,not married,four,one,live with parents/family,house,white,english,<=25K
female,single or never married,18 thru 24,1 to 3 years of college,sales worker,more than ten years,not married,four,one,live with parents/family,house,white,english,>25K
female,married,55 thru 64,college graduate,professional/managerial,more than ten years,no,two,none,own,house,white,english,>25K
male,widowed,65 and over,grad study,retired,more than ten years,not married,two,none,own,condominium,white,english,>25K
female,divorced or separated,45 thru 54,graduated high school,professional/managerial,more than ten years,not married,two,none,own,house,white,english,>25K
female,single or never married,25 thru 34,college graduate,professional/managerial,more than ten years,not married,one,none,rent,condominium,hispanic,english,<=25K
male,married,45 thru 54,grad study,clerical/service worker,more than ten years,yes,two,none,own,house,white,english,>25K
female,married,25 thru 34,college graduate,professional/managerial,more than ten years,yes,four,two,own,house,hispanic,english,>25K
female,single or never married,18 thru 24,1 to 3 years of college,professional/managerial,seven to ten years,not married,one,none,rent,house,black,english,<=25K
female,living together or not married,25 thru 34,1 to 3 years of college,student or hs or college,seven to ten years,not married,two,none,rent,apartment,white,english,>25K
male,single or never married,18 thru 24,graduated high school,clerical/service worker,more than ten years,not married,two,none,own,house,asian,english,<=25K
female,single or never married,25 thru 34,college graduate,professional/managerial,more than ten years,not married,one,none,rent,condominium,white,english,>25K
male,married,45 thru 54,1 to 3 years of college,military,less than one year,yes,three,none,rent,house,pacific islander,english,>25K
female,married,35 thru 44,grad study,professional/managerial,more than ten years,not married,three,one,rent,apartment,black,english,>25K
female,married,45 thru 54,college graduate,homemaker,one to three years,no,two,none,own,house,white,english,>25K
male,widowed,65 and over,1 to 3 years of college,retired,more than ten years,not married,one,none,own,house,white,english,>25K
female,living together or not married,25 thru 34,1 to 3 years of college,student or hs or college,one to three years,no,two,none,rent,apartment,white,english,<=25K
female,married,65 and over,1 to 3 years of college,retired,more than ten years,no,two,none,own,house,white,english,>25K
male,married,25 thru 34,1 to 3 years of college,professional/managerial,four to six years,not married,two,none,rent,apartment,hispanic,spanish,>25K
female,married,45 thru 54,1 to 3 years of college,professional/managerial,more than ten years,yes,four,none,own,house,white,english,>25K
female,divorced or separated,25 thru 34,graduated high school,professional/managerial,one to three years,not married,three,none,rent,house,other,english,<=25K
male,married,55 thru 64,college graduate,professional/managerial,more than ten years,yes,two,none,own,house,white,english,>25K
male,single or never married,18 thru 24,grades 9 to 11,homemaker,one to three years,not married,three,none,rent,other,white,english,<=25K
female,divorced or separated,35 thru 44,graduated high school,clerical/service worker,one to three years,not married,one,none,rent,apartment,american indian,english,<=25K
female,married,35 thru 44,grad study,professional/managerial,more than ten years,yes,three,one,own,house,white,english,>25K
male,married,35 thru 44,graduated high school,factory worker/laborer/driver,more than ten years,yes,five,three,own,house,white,english,>25K
female,single or never married,18 thru 24,1 to 3 years of college,clerical/service worker,more than ten years,not married,five,one,live with parents/family,house,hispanic,spanish,>25K
male,single or never married,18 thru 24,grades 9 to 11,factory worker/laborer/driver,more than ten years,not married,nine or more,two,rent,house,white,english,<=25K
male,single or never married,25 thru 34,college graduate,professional/managerial,one to three years,not married,two,none,rent,apartment,white,english,>25K
male,married,65 and over,college graduate,retired,more than ten years,no,two,none,own,house,white,english,>25K
male,single or never married,18 thru 24,grades 9 to 11,factory worker/laborer/driver,more than ten years,not married,two,none,live with parents/family,apartment,white,english,<=25K
female,single or never married,25 thru 34,grad study,professional/managerial,four to six years,not married,two,one,rent,house,white,english,<=25K
female,single or never married,14 thru 17,grade 8 or less,student or hs or college,more than ten years,not married,five,two,live with parents/family,house,hispanic,spanish,<=25K
male,divorced or separated,55 thru 64,1 to 3 years of college,factory worker/laborer/driver,more than ten years,not married,two,one,own,other,white,english,>25K
female,single or never married,14 thru 17,grades 9 to 11,student or hs or college,more than ten years,not married,four,two,live with parents/family,house,hispanic,spanish,<=25K
female,married,35 thru 44,grad study,homemaker,more than ten years,no,five,three,own,house,hispanic,english,>25K
male,living together or not married,18 thru 24,graduated high school,unemployed,more than ten years,not married,two,none,rent,other,white,english,<=25K
female,single or never married,14 thru 17,grades 9 to 11,student or hs or college,one to three years,not married,two,one,live with parents/family,apartment,black,english,<=25K
female,single or never married,45 thru 54,1 to 3 years of college,clerical/service worker,more than ten years,not married,three,none,own,house,asian,english,>25K
male,single or never married,18 thru 24,1 to 3 years of college,clerical/service worker,less than one year,not married,two,none,rent,apartment,white,english,<=25K
female,divorced or separated,18 thru 24,graduated high school,professional/managerial,more than ten years,not married,four,none,live with parents/family,condominium,white,english,<=25K
female,single or never married,18 thru 24,1 to 3 years of college,sales worker,more than ten years,not married,nine or more,five,live with parents/family,house,hispanic,english,>25K
female,widowed,45 thru 54,1 to 3 years of college,professional/managerial,more than ten years,not married,one,none,rent,apartment,black,english,>25K
female,married,45 thru 54,1 to 3 years of college,clerical/service worker,more than ten years,yes,three,none,own,house,white,english,>25K
male,married,35 thru 44,grad study,professional/managerial,more than ten years,yes,five,two,own,house,white,english,>25K
female,married,45 thru 54,1 to 3 years of college,clerical/service worker,more than ten years,yes,two,none,own,house,white,english,>25K
female,married,45 thru 54,graduated high school,clerical/service worker,more than ten years,yes,two,none,own,condominium,white,english,>25K
male,divorced or separated,25 thru 34,1 to 3 years of college,professional/managerial,more than ten years,not married,one,none,own,house,white,english,>25K
male,single or never married,18 thru 24,grades 9 to 11,unemployed,more than ten years,not married,nine or more,five,rent,other,white,english,>25K
female,married,25 thru 34,1 to 3 years of college,professional/managerial,more than ten years,yes,three,none,rent,apartment,white,english,<=25K
female,married,25 thru 34,grad study,clerical/service worker,more than ten years,yes,three,one,rent,house,black,english,<=25K
female,married,18 thru 24,grades 9 to 11,homemaker,four to six years,no,four,two,rent,apartment,white,english,<=25K
male,single or never married,25 thru 34,1 to 3 years of college,professional/managerial,more than ten years,not married,two,none,own,house,pacific islander,english,>25K
female,married,25 thru 34,graduated high school,professional/managerial,four to six years,yes,three,one,own,house,white,english,>25K
female,widowed,65 and over,1 to 3 years of college,retired,more than ten years,not married,one,none,own,house,white,english,<=25K
female,single or never married,18 thru 24,1 to 3 years of college,student or hs or college,one to three years,not married,five,one,live with parents/family,apartment,white,english,<=25K
female,divorced or separated,25 thru 34,graduated high school,homemaker,more than ten years,not married,three,two,rent,house,american indian,english,<=25K
female,single or never married,18 thru 24,college graduate,professional/managerial,less than one year,not married,three,none,rent,apartment,white,english,<=25K
male,living together or not married,25 thru 34,1 to 3 years of college,professional/managerial,more than ten years,yes,four,none,rent,house,white,english,<=25K
male,married,35 thru 44,grad study,professional/managerial,more than ten years,yes,five,two,own,house,white,english,>25K
female,single or never married,25 thru 34,1 to 3 years of college,clerical/service worker,more than ten years,not married,two,none,rent,condominium,white,english,<=25K
female,married,25 thru 34,1 to 3 years of college,professional/managerial,more than ten years,not married,two,none,rent,apartment,white,english,<=25K
female,single or never married,25 thru 34,college graduate,professional/managerial,more than ten years,not married,one,none,rent,apartment,white,english,>25K
male,single or never married,18 thru 24,1 to 3 years of college,military,four to six years,not married,seven,four,rent,house,white,english,>25K
female,living together or not married,18 thru 24,college graduate,professional/managerial,seven to ten years,not married,two,none,rent,apartment,white,english,>25K
female,single or never married,18 thru 24,graduated high school,clerical/service worker,less than one year,not married,one,none,rent,apartment,white,english,<=25K
female,single or never married,35 thru 44,grad study,professional/managerial,more than ten years,not married,three,none,own,house,white,english,>25K
female,single or never married,18 thru 24,graduated high school,sales worker,less than one year,not married,three,none,live with parents/family,house,white,english,>25K
female,single or never married,18 thru 24,graduated high school,sales worker,four to six years,not married,one,none,rent,apartment,hispanic,spanish,<=25K
female,married,55 thru 64,graduated high school,clerical/service worker,more than ten years,yes,three,one,rent,house,white,english,>25K
female,divorced or separated,45 thru 54,college graduate,professional/managerial,one to three years,not married,one,none,rent,apartment,white,english,>25K
female,married,18 thru 24,graduated high school,homemaker,one to three years,no,two,none,rent,apartment,white,english,<=25K
female,married,18 thru 24,graduated high school,homemaker,seven to ten years,no,four,none,rent,house,black,english,<=25K
male,married,65 and over,grad study,professional/managerial,more than ten years,no,three,none,own,house,white,english,>25K
male,married,25 thru 34,1 to 3 years of college,factory worker/laborer/driver,more than ten years,yes,three,one,own,house,white,english,>25K
male,single or never married,18 thru 24,grades 9 to 11,student or hs or college,more than ten years,not married,three,one,live with parents/family,house,pacific islander,english,>25K
male,single or never married,14 thru 17,grades 9 to 11,student or hs or college,more than ten years,not married,five,three,live with parents/family,house,white,english,<=25K
female,divorced or separated,25 thru 34,1 to 3 years of college,professional/managerial,four to six years,not married,seven,one,rent,other,white,english,<=25K
female,married,35 thru 44,college graduate,homemaker,seven to ten years,yes,four,two,own,house,asian,other,>25K
male,divorced or separated,18 thru 24,1 to 3 years of college,clerical/service worker,more than ten years,not married,one,none,live with parents/family,house,white,english,>25K
female,widowed,65 and over,1 to 3 years of college,homemaker,more than ten years,not married,one,none,rent,apartment,white,english,<=25K
female,single or never married,25 thru 34,graduated high school,homemaker,more than ten years,not married,three,two,rent,apartment,white,english,<=25K
male,living together or not married,35 thru 44,college graduate,factory worker/laborer/driver,more than ten years,yes,four,two,own,house,hispanic,english,>25K
male,single or never married,45 thru 54,1 to 3 years of college,professional/managerial,more than ten years,not married,one,none,rent,apartment,white,english,>25K
male,single or never married,18 thru 24,graduated high school,student or hs or college,four to six years,not married,four,none,rent,apartment,white,english,<=25K
male,living together or not married,18 thru 24,graduated high school,clerical/service worker,more than ten years,not married,three,none,live with parents/family,apartment,white,english,<=25K
female,living together or not married,35 thru 44,college graduate,professional/managerial,more than ten years,not married,four,one,own,house,white,english,>25K
male,single or never married,35 thru 44,1 to 3 years of college,professional/managerial,more than ten years,not married,two,none,own,house,white,english,>25K
male,single or never married,55 thru 64,college graduate,retired,more than ten years,not married,one,none,own,house,white,english,>25K
male,single or never married,45 thru 54,graduated high school,clerical/service worker,seven to ten years,not married,one,none,rent,house,white,english,>25K
female,married,55 thru 64,graduated high school,professional/managerial,more than ten years,yes,three,none,own,house,white,english,>25K
male,married,35 thru 44,grad study,professional/managerial,more than ten years,yes,five,two,own,house,white,english,>25K
male,single or never married,18 thru 24,graduated high school,sales worker,more than ten years,not married,two,none,own,condominium,white,english,>25K
male,married,55 thru 64,college graduate,professional/managerial,more than ten years,yes,two,none,own,house,white,english,>25K
female,divorced or separated,35 thru 44,graduated high school,retired,more than ten years,not married,two,none,own,house,white,english,<=25K
male,married,45 thru 54,1 to 3 years of college,professional/managerial,more than ten years,yes,five,none,own,condominium,black,english,>25K
female,divorced or separated,45 thru 54,graduated high school,professional/managerial,more than ten years,not married,one,none,own,house,white,english,>25K
male,married,25 thru 34,1 to 3 years of college,professional/managerial,more than ten years,yes,five,three,own,house,hispanic,english,>25K
female,married,35 thru 44,grad study,professional/managerial,less than one year,yes,four,two,own,house,white,english,>25K
male,married,25 thru 34,1 to 3 years of college,professional/managerial,four to six years,no,two,none,own,house,white,english,>25K
male,single or never married,18 thru 24,college graduate,professional/managerial,less than one year,not married,one,none,rent,apartment,other,english,>25K
female,living together or not married,45 thru 54,grad study,professional/managerial,more than ten years,not married,one,none,own,house,white,english,>25K
female,single or never married,14 thru 17,grades 9 to 11,student or hs or college,more than ten years,not married,five,one,live with parents/family,house,white,english,<=25K
female,single or never married,14 thru 17,graduated high school,sales worker,more than ten years,not married,seven,three,live with parents/family,apartment,black,english,<=25K
male,single or never married,18 thru 24,graduated high school,student or hs or college,four to six years,not married,six,two,live with parents/family,house,hispanic,spanish,>25K
female,married,35 thru 44,1 to 3 years of college,sales worker,more than ten years,yes,four,two,own,house,white,english,>25K
male,living together or not married,35 thru 44,graduated high school,professional/managerial,four to six years,not married,one,none,rent,condominium,white,english,>25K
female,married,45 thru 54,grad study,professional/managerial,more than ten years,yes,two,none,own,other,white,english,>25K
male,living together or not married,18 thru 24,1 to 3 years of college,factory worker/laborer/driver,more than ten years,not married,two,none,rent,apartment,white,english,<=25K
female,divorced or separated,55 thru 64,1 to 3 years of college,professional/managerial,more than ten years,not married,one,none,own,house,white,english,<=25K
male,married,25 thru 34,1 to 3 years of college,professional/managerial,four to six years,no,three,one,rent,apartment,pacific islander,english,>25K
male,single or never married,14 thru 17,grade 8 or less,factory worker/laborer/driver,more than ten years,not married,four,two,live with parents/family,house,white,english,<=25K
male,single or never married,45 thru 54,grad study,professional/managerial,less than one year,not married,one,none,rent,condominium,white,english,>25K
female,single or never married,18 thru 24,1 to 3 years of college,clerical/service worker,more than ten years,not married,two,none,live with parents/family,apartment,black,other,>25K
female,single or never married,14 thru 17,grades 9 to 11,student or hs or college,more than ten years,not married,five,three,live with parents/family,house,asian,english,<=25K
male,living together or not married,14 thru 17,grades 9 to 11,student or hs or college,more than ten years,not married,two,one,rent,apartment,hispanic,english,<=25K
female,married,55 thru 64,graduated high school,retired,more than ten years,no,two,none,own,house,white,english,>25K
male,single or never married,25 thru 34,graduated high school,clerical/service worker,more than ten years,not married,three,none,live with parents/family,house,white,english,<=25K
female,widowed,65 and over,graduated high school,homemaker,more than ten years,not married,seven,five,own,house,white,english,<=25K
female,married,65 and over,graduated high school,retired,more than ten years,no,two,none,own,mobile home,white,english,<=25K
female,married,25 thru 34,grades 9 to 11,professional/managerial,more than ten years,yes,six,four,rent,house,hispanic,english,<=25K
female,divorced or separated,45 thru 54,college graduate,professional/managerial,more than ten years,not married,one,none,rent,apartment,hispanic,english,>25K
female,living together or not married,35 thru 44,1 to 3 years of college,professional/managerial,more than ten years,not married,two,none,rent,apartment,black,english,<=25K
female,married,55 thru 64,1 to 3 years of college,professional/managerial,four to six years,yes,three,none,own,condominium,white,english,>25K
female,single or never married,14 thru 17,grades 9 to 11,sales worker,more than ten years,not married,five,three,live with parents/family,house,hispanic,english,>25K
male,divorced or separated,35 thru 44,1 to 3 years of college,professional/managerial,more than ten years,not married,one,none,own,house,white,english,>25K
female,married,35 thru 44,college graduate,clerical/service worker,more than ten years,not married,four,two,own,house,asian,english,>25K
male,single or never married,35 thru 44,grad study,factory worker/laborer/driver,one to three years,not married,one,none,rent,apartment,white,english,<=25K
female,single or never married,25 thru 34,1 to 3 years of college,student or hs or college,one to three years,not married,one,none,rent,apartment,white,english,<=25K
male,single or never married,18 thru 24,1 to 3 years of college,student or hs or college,more than ten years,not married,one,none,rent,apartment,other,english,<=25K
female,married,25 thru 34,1 to 3 years of college,sales worker,more than ten years,yes,two,none,rent,apartment,white,english,<=25K
male,single or never married,14 thru 17,grades 9 to 11,unemployed,seven to ten years,not married,four,none,live with parents/family,other,other,english,>25K
male,married,35 thru 44,1 to 3 years of college,professional/managerial,more than ten years,no,four,two,own,house,white,english,>25K
male,married,45 thru 54,grad study,professional/managerial,seven to ten years,no,three,one,own,house,white,english,>25K
male,widowed,35 thru 44,1 to 3 years of college,clerical/service worker,four to six years,not married,two,none,rent,apartment,white,english,>25K
female,married,45 thru 54,college graduate,professional/managerial,more than ten years,yes,four,two,own,house,white,english,>25K
male,married,35 thru 44,college graduate,professional/managerial,more than ten years,yes,three,one,own,house,white,english,>25K
male,single or never married,25 thru 34,grad study,professional/managerial,more than ten years,not married,three,none,rent,apartment,white,english,>25K
female,single or never married,14 thru 17,grades 9 to 11,student or hs or college,seven to ten years,not married,four,two,live with parents/family,house,white,english,<=25K
female,married,45 thru 54,1 to 3 years of college,homemaker,four to six years,no,three,one,own,house,white,english,>25K
female,married,25 thru 34,graduated high school,clerical/service worker,more than ten years,yes,four,two,rent,house,hispanic,english,>25K
female,single or never married,14 thru 17,grades 9 to 11,student or hs or college,one to three years,not married,three,one,live with parents/family,house,white,english,<=25K
female,single or never married,14 thru 17,grades 9 to 11,sales worker,more than ten years,not married,three,one,live with parents/family,house,hispanic,english,<=25K
female,single or never married,18 thru 24,college graduate,factory worker/laborer/driver,more than ten years,not married,four,none,live with parents/family,house,white,english,<=25K
male,single or never married,18 thru 24,graduated high school,sales worker,more than ten years,not married,four,none,rent,house,white,english,<=25K
female,married,25 thru 34,1 to 3 years of college,professional/managerial,seven to ten years,yes,three,one,rent,house,white,english,<=25K
male,married,35 thru 44,college graduate,military,one to three years,yes,three,one,rent,condominium,black,english,>25K
male,single or never married,25 thru 34,college graduate,professional/managerial,one to three years,not married,two,none,rent,apartment,white,english,>25K
female,living together or not married,18 thru 24,1 to 3 years of college,factory worker/laborer/driver,more than ten years,not married,two,none,live with parents/family,house,white,english,<=25K
female,single or never married,18 thru 24,college graduate,clerical/service worker,one to three years,not married,three,none,rent,apartment,white,english,>25K
male,living together or not married,25 thru 34,1 to 3 years of college,professional/managerial,one to three years,not married,two,none,rent,apartment,white,english,>25K
male,married,18 thru 24,1 to 3 years of college,student or hs or college,less than one year,no,two,none,rent,apartment,white,other,<=25K
female,married,45 thru 54,1 to 3 years of college,professional/managerial,four to six years,yes,two,none,own,condominium,white,english,>25K
female,married,35 thru 44,graduated high school,homemaker,seven to ten years,no,five,three,own,house,other,spanish,>25K
female,single or never married,18 thru 24,graduated high school,clerical/service worker,more than ten years,not married,five,two,live with parents/family,house,white,english,<=25K
female,widowed,65 and over,1 to 3 years of college,retired,one to three years,not married,three,none,live with parents/family,house,white,english,>25K
female,living together or not married,25 thru 34,college graduate,student or hs or college,more than ten years,yes,two,none,rent,other,white,english,<=25K
male,married,25 thru 34,graduated high school,factory worker/laborer/driver,more than ten years,yes,six,four,rent,house,hispanic,english,>25K
female,married,55 thru 64,graduated high school,homemaker,more than ten years,no,four,one,own,house,white,spanish,>25K
male,living together or not married,35 thru 44,1 to 3 years of college,professional/managerial,more than ten years,yes,two,none,own,house,white,english,>25K
female,single or never married,14 thru 17,grade 8 or less,student or hs or college,one to three years,not married,four,two,live with parents/family,house,white,english,<=25K
female,married,35 thru 44,1 to 3 years of college,homemaker,more than ten years,yes,five,two,own,house,white,english,>25K
female,single or never married,14 thru 17,grade 8 or less,student or hs or college,one to three years,not married,three,two,live with parents/family,house,white,english,<=25K
male,married,45 thru 54,grad study,professional/managerial,more than ten years,yes,six,two,own,house,pacific islander,other,>25K
female,single or never married,18 thru 24,1 to 3 years of college,professional/managerial,seven to ten years,not married,six,none,live with parents/family,house,hispanic,english,>25K
male,single or never married,35 thru 44,graduated high school,retired,more than ten years,not married,three,none,live with parents/family,house,white,english,<=25K
male,married,45 thru 54,grad study,unemployed,more than ten years,yes,two,none,own,house,white,english,>25K
male,married,18 thru 24,1 to 3 years of college,professional/managerial,one to three years,yes,two,none,rent,apartment,white,english,>25K
female,living together or not married,18 thru 24,1 to 3 years of college,professional/managerial,more than ten years,not married,four,none,own,other,white,english,>25K
female,single or never married,18 thru 24,graduated high school,factory worker/laborer/driver,more than ten years,not married,three,none,live with parents/family,house,hispanic,spanish,<=25K
male,married,35 thru 44,1 to 3 years of college,professional/managerial,more than ten years,yes,two,none,rent,house,white,english,>25K
male,married,35 thru 44,graduated high school,factory worker/laborer/driver,four to six years,yes,five,three,rent,house,hispanic,spanish,>25K
female,married,45 thru 54,college graduate,clerical/service worker,more than ten years,yes,three,none,own,house,other,english,>25K
female,single or never married,25 thru 34,college graduate,sales worker,one to three years,not married,one,none,rent,apartment,asian,english,>25K
female,single or never married,18 thru 24,1 to 3 years of college,student or hs or college,more than ten years,not married,three,none,live with parents/family,house,white,english,>25K
female,married,45 thru 54,1 to 3 years of college,homemaker,more than ten years,no,one,none,own,house,white,english,>25K
female,single or never married,14 thru 17,grades 9 to 11,student or hs or college,seven to ten years,not married,three,one,live with parents/family,other,white,english,<=25K
female,single or never married,25 thru 34,college graduate,professional/managerial,more than ten years,not married,one,none,rent,apartment,white,english,>25K
male,married,65 and over,1 to 3 years of college,retired,four to six years,no,two,none,own,house,white,english,>25K
male,married,45 thru 54,grad study,professional/managerial,seven to ten years,yes,two,none,own,condominium,black,english,>25K
female,married,55 thru 64,graduated high school,clerical/service worker,seven to ten years,yes,two,none,own,mobile home,white,english,<=25K
female,married,25 thru 34,1 to 3 years of college,professional/managerial,seven to ten years,yes,four,two,own,house,white,english,>25K
male,single or never married,14 thru 17,grades 9 to 11,student or hs or college,more than ten years,not married,six,four,live with parents/family,house,white,english,<=25K
female,single or never married,14 thru 17,grades 9 to 11,student or hs or college,more than ten years,not married,three,one,live with parents/family,house,white,english,<=25K
male,married,65 and over,grad study,retired,four to six years,no,two,none,own,house,white,english,>25K
male,single or never married,65 and over,grad study,retired,more than ten years,not married,two,none,own,house,white,english,>25K
female,single or never married,18 thru 24,grades 9 to 11,student or hs or college,one to three years,not married,four,one,live with parents/family,apartment,black,english,<=25K
male,single or never married,14 thru 17,grades 9 to 11,student or hs or college,more than ten years,not married,five,three,live with parents/family,house,hispanic,english,<=25K
male,married,55 thru 64,grad study,professional/managerial,four to six years,no,two,none,own,condominium,white,english,>25K
female,married,18 thru 24,1 to 3 years of college,professional/managerial,more than ten years,yes,three,one,rent,house,white,english,>25K
female,single or never married,14 thru 17,grades 9 to 11,student or hs or college,more than ten years,not married,three,one,live with parents/family,house,asian,english,<=25K
female,divorced or separated,18 thru 24,grades 9 to 11,factory worker/laborer/driver,less than one year,not married,one,none,live with parents/family,house,white,english,<=25K
male,single or never married,18 thru 24,1 to 3 years of college,student or hs or college,more than ten years,not married,five,two,live with parents/family,house,hispanic,english,>25K
female,living together or not married,25 thru 34,college graduate,professional/managerial,four to six years,not married,two,none,rent,apartment,white,english,>25K
female,widowed,65 and over,1 to 3 years of college,retired,more than ten years,not married,one,none,own,house,black,english,<=25K
female,widowed,65 and over,college graduate,retired,more than ten years,not married,one,none,own,mobile home,white,english,<=25K
female,single or never married,18 thru 24,graduated high school,clerical/service worker,less than one year,not married,three,none,live with parents/family,other,white,english,<=25K
female,married,35 thru 44,grad study,professional/managerial,more than ten years,yes,two,none,own,house,white,english,>25K
male,living together or not married,25 thru 34,college graduate,sales worker,seven to ten years,no,two,none,rent,apartment,hispanic,english,<=25K
female,living together or not married,25 thru 34,1 to 3 years of college,professional/managerial,seven to ten years,yes,two,none,rent,house,asian,other,<=25K
female,married,25 thru 34,1 to 3 years of college,professional/managerial,more than ten years,yes,three,one,rent,house,white,english,>25K
female,married,45 thru 54,1 to 3 years of college,clerical/service worker,more than ten years,no,two,none,own,house,other,english,>25K
female,married,35 thru 44,1 to 3 years of college,professional/managerial,more than ten years,no,two,none,own,house,white,english,<=25K
female,married,25 thru 34,1 to 3 years of college,professional/managerial,more than ten years,yes,four,two,own,house,white,english,>25K
female,married,35 thru 44,graduated high school,professional/managerial,more than ten years,yes,four,none,own,house,white,english,>25K
female,single or never married,45 thru 54,grad study,professional/managerial,more than ten years,not married,one,none,rent,apartment,white,english,>25K
male,married,65 and over,grad study,professional/managerial,more than ten years,no,two,none,own,mobile home,white,english,<=25K
male,living together or not married,18 thru 24,graduated high school,factory worker/laborer/driver,four to six years,not married,two,none,rent,apartment,black,english,<=25K
female,living together or not married,25 thru 34,college graduate,clerical/service worker,one to three years,not married,two,none,rent,apartment,black,english,>25K
male,single or never married,18 thru 24,1 to 3 years of college,military,seven to ten years,not married,seven,none,live with parents/family,house,white,english,<=25K
male,living together or not married,25 thru 34,graduated high school,unemployed,more than ten years,no,five,none,rent,apartment,black,english,<=25K
female,married,55 thru 64,grad study,retired,more than ten years,yes,two,none,own,house,white,english,>25K
female,divorced or separated,45 thru 54,graduated high school,professional/managerial,more than ten years,not married,one,none,rent,apartment,white,english,>25K
female,divorced or separated,35 thru 44,grad study,professional/managerial,more than ten years,not married,two,none,own,other,white,english,>25K
female,married,25 thru 34,1 to 3 years of college,clerical/service worker,seven to ten years,yes,three,one,rent,house,black,english,>25K
female,single or never married,18 thru 24,1 to 3 years of college,student or hs or college,more than ten years,not married,four,none,rent,other,white,english,<=25K
