cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,label
<nil>,y,u,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,<nil>,e
<nil>,y,<nil>,f,n,f,c,n,b,t,<nil>,s,w,w,p,w,o,e,w,v,p,p
x,y,n,f,n,f,c,n,<nil>,t,s,s,w,w,p,w,o,e,w,v,g,e
x,f,<nil>,<nil>,f,f,c,<nil>,<nil>,e,k,k,n,b,p,<nil>,o,l,h,v,<nil>,p
s,s,p,<nil>,n,f,c,n,b,t,s,s,o,y,p,w,o,e,w,v,<nil>,e
c,f,y,f,n,f,c,n,b,<nil>,s,s,w,w,p,w,o,e,w,v,l,e
x,s,<nil>,f,n,f,c,n,<nil>,t,s,s,w,w,p,w,o,e,w,n,<nil>,e
<nil>,y,n,f,n,f,c,n,b,t,<nil>,s,w,w,p,w,o,e,w,v,g,e
s,y,u,t,n,f,c,n,b,e,s,s,w,w,p,w,o,p,k,v,<nil>,e
<nil>,y,e,f,<nil>,f,c,n,b,t,s,s,w,w,p,w,o,e,<nil>,v,d,e
s,y,u,f,n,f,c,n,<nil>,t,s,s,<nil>,w,p,w,o,e,w,v,d,e
<nil>,y,b,f,n,f,c,<nil>,b,t,<nil>,s,w,w,p,w,o,e,w,v,m,e
x,y,<nil>,f,n,f,c,<nil>,b,t,s,f,w,w,p,w,o,p,r,v,p,e
<nil>,s,y,f,n,f,c,n,b,t,<nil>,s,w,w,p,w,o,e,w,v,d,e
f,y,u,f,n,f,c,n,<nil>,t,s,s,w,w,p,w,o,e,w,v,g,p
<nil>,f,b,t,n,f,c,b,b,e,s,y,w,w,p,w,o,p,k,v,<nil>,e
<nil>,y,w,f,n,f,<nil>,n,b,t,s,s,w,w,p,w,o,e,w,v,<nil>,p
x,y,e,f,<nil>,f,c,n,<nil>,t,s,s,w,w,p,w,o,e,w,v,g,p
x,y,n,f,n,f,c,n,<nil>,t,s,s,w,w,p,w,o,e,w,v,g,p
c,y,u,f,n,f,c,n,<nil>,t,s,s,w,w,p,w,o,e,w,v,<nil>,e
<nil>,s,p,<nil>,n,a,c,n,b,e,s,s,n,<nil>,p,w,o,p,n,v,d,e
<nil>,f,y,f,f,f,c,b,b,e,k,k,w,w,p,w,o,l,h,v,<nil>,p
<nil>,y,g,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,e
f,<nil>,b,f,a,f,c,n,b,t,s,s,w,w,p,w,<nil>,e,<nil>,v,g,e
<nil>,f,y,f,<nil>,f,<nil>,b,b,e,k,k,w,w,p,w,o,l,h,v,p,p
k,y,e,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
x,y,g,f,n,f,c,n,b,e,k,s,w,w,p,w,o,l,h,v,d,e
<nil>,y,n,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,e
x,f,g,f,f,f,c,b,b,e,k,k,w,w,p,w,<nil>,l,h,v,<nil>,p
x,y,u,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,<nil>,<nil>,l,e
<nil>,<nil>,<nil>,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,p,p
b,f,g,f,f,f,c,b,b,e,k,k,w,w,p,w,o,l,h,v,g,p
b,y,p,f,n,f,c,n,b,t,s,s,<nil>,w,p,w,o,e,w,v,l,e
k,s,<nil>,t,n,a,w,b,w,t,<nil>,y,w,w,p,w,o,p,y,v,m,e
<nil>,y,n,f,n,a,c,n,b,e,s,s,w,w,p,w,o,e,<nil>,v,<nil>,e
<nil>,y,y,<nil>,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,e
<nil>,y,n,f,n,f,c,n,y,t,s,s,c,w,p,w,o,e,w,c,l,e
<nil>,y,n,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,u,e
<nil>,f,g,t,n,f,c,n,b,e,s,s,w,w,p,w,o,p,k,v,<nil>,e
<nil>,y,n,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,<nil>,p
f,y,e,f,n,f,c,n,b,t,s,s,w,<nil>,p,w,o,e,w,v,<nil>,p
<nil>,<nil>,n,f,n,f,c,n,b,t,s,s,w,o,p,w,o,e,w,v,d,e
<nil>,y,<nil>,f,n,a,c,b,b,t,s,s,w,w,p,w,o,p,<nil>,v,p,e
<nil>,y,<nil>,<nil>,s,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,<nil>,p
<nil>,y,e,f,y,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
f,y,<nil>,f,n,<nil>,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
<nil>,g,p,f,n,a,c,b,b,t,s,s,w,<nil>,p,w,o,l,<nil>,v,<nil>,e
<nil>,s,y,<nil>,n,f,c,b,b,t,s,<nil>,o,<nil>,p,<nil>,o,p,k,v,<nil>,e
<nil>,f,<nil>,f,f,f,c,b,b,e,k,k,w,w,p,w,o,l,h,v,p,p
x,s,b,f,n,a,<nil>,n,b,e,s,s,w,w,p,w,o,p,n,v,d,e
<nil>,y,n,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,<nil>,p
x,s,p,f,n,f,c,b,<nil>,e,s,y,w,w,p,w,o,p,<nil>,v,<nil>,e
<nil>,y,g,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
<nil>,y,w,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,u,p
<nil>,y,n,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d,e
<nil>,y,p,f,<nil>,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d,p
<nil>,<nil>,p,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,m,p
<nil>,y,n,<nil>,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,<nil>,e
<nil>,y,e,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,w,e
<nil>,f,g,f,f,f,c,b,b,e,k,k,w,w,p,w,o,l,h,v,g,p
x,f,p,f,n,a,w,<nil>,b,t,<nil>,<nil>,w,w,p,w,o,e,y,v,l,e
<nil>,y,e,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,l,p
b,g,<nil>,<nil>,n,a,c,b,u,e,s,s,w,w,p,w,o,p,n,s,p,e
<nil>,f,<nil>,f,f,f,<nil>,b,b,e,k,k,w,w,p,w,o,l,h,v,p,p
<nil>,y,<nil>,f,s,f,c,n,b,t,s,s,w,w,p,w,o,e,<nil>,v,p,p
<nil>,y,w,f,n,f,c,n,b,t,s,<nil>,w,w,p,<nil>,o,e,<nil>,v,p,e
b,s,n,f,n,a,c,n,y,e,s,s,w,w,p,w,o,p,n,<nil>,d,e
<nil>,y,n,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,<nil>,p
<nil>,y,<nil>,f,n,f,c,n,b,t,s,s,w,<nil>,p,w,o,e,w,v,g,p
<nil>,y,e,f,s,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,<nil>,p
f,<nil>,y,f,n,f,c,n,b,t,s,s,w,w,p,w,<nil>,e,w,v,d,p
s,f,y,t,n,a,w,b,<nil>,t,s,<nil>,w,w,p,w,o,p,b,v,g,e
<nil>,y,<nil>,f,f,f,c,n,b,t,s,s,w,<nil>,p,w,o,e,<nil>,v,g,p
f,y,n,f,n,f,c,n,<nil>,t,s,s,w,w,p,w,o,e,w,v,l,p
x,y,n,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d,e
x,y,u,f,n,f,c,n,b,t,s,s,w,w,p,w,<nil>,e,w,v,g,e
c,y,e,f,n,a,<nil>,n,<nil>,t,s,s,w,w,p,w,o,p,u,v,<nil>,e
x,<nil>,e,f,s,f,c,n,b,<nil>,s,s,w,w,p,w,o,e,w,v,l,p
f,<nil>,g,f,f,f,c,b,b,e,<nil>,k,w,b,p,w,<nil>,l,h,v,p,p
<nil>,<nil>,u,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d,e
<nil>,f,y,f,f,f,<nil>,b,b,<nil>,k,k,w,p,p,w,o,l,<nil>,v,d,p
f,y,n,f,s,f,<nil>,n,b,t,s,s,w,w,p,w,o,e,w,<nil>,l,p
<nil>,f,g,f,n,a,c,b,b,e,<nil>,s,p,w,p,w,o,p,n,<nil>,l,e
<nil>,y,n,f,n,a,c,n,b,t,s,<nil>,w,w,p,w,o,e,w,v,p,e
<nil>,<nil>,u,f,n,f,<nil>,b,b,e,s,k,w,e,p,w,o,p,k,v,m,e
x,f,g,f,f,f,c,b,b,e,k,k,w,w,p,w,o,<nil>,h,v,<nil>,p
<nil>,y,y,f,n,<nil>,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
b,<nil>,g,f,f,f,c,b,b,e,<nil>,k,w,w,p,w,o,l,h,v,g,p
<nil>,y,u,t,n,<nil>,c,n,b,e,s,s,w,w,p,w,o,p,k,v,g,p
x,y,n,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d,p
b,f,g,<nil>,f,<nil>,<nil>,b,<nil>,e,k,k,p,<nil>,p,<nil>,o,l,h,v,<nil>,p
<nil>,y,n,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d,p
<nil>,y,<nil>,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,e
k,g,<nil>,<nil>,n,a,c,b,<nil>,t,s,f,w,w,p,o,o,p,b,v,p,e
<nil>,g,y,t,<nil>,a,c,b,b,t,s,y,<nil>,w,p,w,<nil>,p,y,v,d,e
f,y,w,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
f,y,y,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
<nil>,y,e,<nil>,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,w,e
<nil>,y,w,f,n,f,c,<nil>,b,t,s,s,<nil>,w,p,w,o,e,w,v,m,p
<nil>,f,n,t,n,f,<nil>,b,b,e,s,s,w,w,p,w,o,p,k,v,g,e
<nil>,y,e,f,n,f,<nil>,n,b,t,s,s,w,w,p,w,o,e,w,<nil>,d,e
<nil>,y,<nil>,f,n,f,c,n,b,t,s,<nil>,w,w,p,w,o,e,w,v,<nil>,e
<nil>,g,n,t,n,a,c,b,b,t,f,y,o,o,p,w,t,p,y,<nil>,d,e
x,f,g,f,f,f,c,b,<nil>,e,k,k,w,w,p,<nil>,<nil>,l,h,v,<nil>,p
<nil>,y,u,t,n,f,c,n,b,e,s,s,w,w,p,w,o,p,k,v,<nil>,e
<nil>,y,<nil>,f,s,f,c,n,b,t,s,s,w,<nil>,p,w,<nil>,e,w,v,g,p
<nil>,y,<nil>,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,e
<nil>,y,r,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d,p
<nil>,f,w,t,n,f,c,b,b,e,s,s,w,o,p,w,o,p,k,v,w,e
f,y,<nil>,f,s,f,c,<nil>,b,t,s,s,w,w,p,w,o,e,<nil>,v,p,p
<nil>,y,y,f,n,a,<nil>,b,b,e,s,s,w,w,p,w,o,p,<nil>,v,g,e
f,y,n,f,n,f,c,n,<nil>,t,s,s,w,w,p,<nil>,o,e,w,v,u,p
<nil>,y,e,f,<nil>,f,c,n,b,t,<nil>,s,w,w,p,w,o,e,w,v,<nil>,p
<nil>,y,y,f,n,f,c,n,b,t,s,s,w,w,p,w,o,<nil>,w,v,d,e
<nil>,y,w,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d,p
f,y,g,<nil>,n,a,c,b,b,e,s,<nil>,w,w,p,w,o,p,n,<nil>,g,e
c,y,w,f,n,f,c,<nil>,<nil>,t,s,<nil>,w,w,p,w,o,e,w,v,p,e
c,y,w,t,n,f,c,n,<nil>,e,s,s,w,w,p,w,o,p,k,v,m,e
k,<nil>,<nil>,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
<nil>,y,u,f,n,f,c,n,b,t,s,s,w,w,p,<nil>,o,e,w,v,d,e
k,y,e,f,<nil>,f,c,n,b,t,s,s,w,w,p,w,o,e,<nil>,v,g,p
<nil>,y,u,t,n,f,c,n,b,e,s,s,w,w,p,w,o,p,k,v,<nil>,e
<nil>,f,g,f,<nil>,f,c,b,b,<nil>,k,<nil>,w,p,p,w,<nil>,l,h,v,<nil>,p
<nil>,f,g,f,f,f,c,b,b,e,k,k,w,w,p,w,o,l,h,v,p,p
x,y,n,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
<nil>,y,b,f,<nil>,f,c,n,b,t,s,<nil>,w,w,p,w,o,e,w,v,u,p
x,f,y,f,<nil>,a,c,n,b,e,s,s,w,w,p,w,o,p,n,v,<nil>,e
x,y,c,f,n,f,c,n,b,t,s,s,w,w,p,<nil>,o,e,w,v,d,p
<nil>,<nil>,b,f,n,f,c,n,b,t,<nil>,s,w,<nil>,p,<nil>,<nil>,e,w,v,g,p
<nil>,s,e,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,<nil>,e
<nil>,f,g,f,<nil>,f,c,b,b,e,k,k,w,w,p,w,o,l,h,v,g,p
<nil>,y,<nil>,<nil>,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
<nil>,f,y,f,f,f,c,b,b,e,k,k,w,w,p,w,o,l,h,v,d,p
k,y,n,f,n,<nil>,c,n,<nil>,t,s,s,w,w,p,w,o,e,w,v,l,p
f,y,e,f,n,f,c,n,<nil>,t,s,s,w,w,p,w,o,e,w,v,p,p
b,f,y,<nil>,f,f,c,b,b,e,k,k,<nil>,b,p,w,o,<nil>,h,<nil>,d,p
<nil>,y,p,<nil>,n,f,c,n,b,<nil>,s,s,w,w,p,w,o,e,w,v,w,e
x,y,g,f,n,f,c,n,<nil>,t,s,s,w,w,p,<nil>,o,e,w,v,d,e
<nil>,y,w,f,n,f,c,n,<nil>,t,<nil>,s,w,w,p,w,o,e,w,<nil>,<nil>,e
f,f,g,<nil>,f,f,c,b,b,e,<nil>,k,p,w,p,w,o,l,h,<nil>,d,p
f,f,g,f,f,f,c,b,<nil>,e,k,k,w,w,p,w,o,l,<nil>,v,d,p
<nil>,y,n,f,<nil>,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,l,e
<nil>,y,<nil>,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d,e
b,f,y,f,f,f,c,b,b,e,k,k,w,w,p,w,o,l,h,v,<nil>,p
<nil>,y,p,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,<nil>,d,p
<nil>,y,<nil>,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,<nil>,v,d,p
x,y,y,f,n,a,c,b,b,e,s,<nil>,b,w,p,w,o,p,b,<nil>,g,e
k,y,y,f,<nil>,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,<nil>,e
c,y,n,f,n,f,c,n,p,t,<nil>,s,o,w,p,w,o,e,w,<nil>,d,e
f,f,g,f,f,f,<nil>,b,<nil>,e,k,k,w,w,p,w,o,l,h,v,p,p
<nil>,y,<nil>,f,n,<nil>,c,n,b,t,<nil>,s,w,w,p,w,o,e,w,v,d,e
x,y,u,f,n,f,c,n,<nil>,t,s,s,w,w,p,w,o,e,w,v,d,e
k,y,n,f,n,f,<nil>,n,b,t,s,s,w,w,p,w,o,e,w,v,<nil>,p
x,s,w,f,n,f,c,n,b,<nil>,s,s,w,w,p,w,o,e,w,v,g,p
f,y,n,f,n,<nil>,c,n,b,t,s,s,w,w,p,w,<nil>,e,w,v,d,e
f,y,e,f,n,f,c,n,b,<nil>,s,s,w,w,p,<nil>,o,e,<nil>,v,<nil>,e
<nil>,y,w,f,n,f,c,n,b,t,s,s,w,w,p,w,<nil>,e,w,v,u,e
x,y,n,f,n,f,c,n,<nil>,t,s,s,w,w,p,w,o,e,w,v,g,p
x,y,e,f,n,<nil>,c,n,b,t,s,s,w,w,p,w,o,e,w,v,l,p
k,<nil>,n,f,n,f,c,n,b,t,s,s,w,w,p,<nil>,o,e,w,v,d,p
<nil>,y,e,f,n,f,c,n,b,t,s,<nil>,w,w,p,w,o,e,w,v,<nil>,e
<nil>,f,g,f,n,a,<nil>,<nil>,b,t,s,f,w,w,p,w,o,p,y,v,g,e
k,s,n,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,<nil>,e
<nil>,y,g,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d,p
<nil>,y,b,f,n,f,c,n,b,t,s,s,w,w,p,w,<nil>,e,w,v,g,p
<nil>,y,n,f,f,f,<nil>,n,b,t,s,s,w,w,p,w,o,e,<nil>,v,l,p
<nil>,y,w,f,n,f,c,n,b,t,<nil>,s,w,w,p,w,o,e,w,v,u,p
<nil>,y,u,f,n,<nil>,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,e
<nil>,y,y,f,n,f,<nil>,n,b,t,s,s,w,w,p,w,o,e,w,v,d,e
<nil>,f,g,f,f,f,c,b,b,e,k,k,w,w,p,w,o,l,h,v,d,p
b,y,e,f,f,f,c,b,b,e,k,k,w,w,p,w,o,l,h,<nil>,w,e
<nil>,y,e,<nil>,<nil>,f,c,n,b,t,s,s,w,<nil>,p,w,o,<nil>,w,v,d,p
<nil>,y,u,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,u,p
k,y,p,f,n,f,c,n,b,t,s,s,w,w,p,w,<nil>,e,w,v,l,e
<nil>,f,g,f,f,f,c,b,b,e,k,k,w,w,p,w,o,l,h,v,<nil>,p
f,y,e,f,n,f,c,n,b,t,<nil>,s,w,w,p,w,o,e,w,v,d,e
b,y,n,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,<nil>,e
<nil>,y,u,t,<nil>,f,c,b,b,e,s,<nil>,w,w,p,w,o,p,k,v,<nil>,e
<nil>,y,w,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,u,p
<nil>,f,g,f,f,f,<nil>,b,b,e,k,<nil>,w,w,p,w,o,l,h,v,d,p
<nil>,y,n,<nil>,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
<nil>,y,w,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,<nil>,e
k,<nil>,e,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
b,f,<nil>,f,f,f,c,b,b,e,<nil>,k,w,w,p,w,<nil>,l,h,<nil>,p,p
<nil>,f,g,f,f,f,c,b,b,<nil>,k,k,w,w,p,w,o,l,h,v,d,p
<nil>,f,g,f,f,f,c,b,b,e,k,k,w,w,p,w,o,l,h,v,<nil>,p
<nil>,y,w,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
<nil>,y,<nil>,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,<nil>,p
k,y,n,f,n,f,c,n,<nil>,t,s,s,w,w,p,w,o,e,w,v,m,e
c,y,<nil>,f,n,f,c,b,b,e,k,k,w,w,p,w,o,l,h,v,p,e
k,y,e,f,n,f,c,n,b,t,s,s,w,w,p,w,<nil>,e,w,v,p,p
x,f,<nil>,f,f,f,c,<nil>,<nil>,e,k,k,w,w,p,w,o,l,h,v,p,p
<nil>,y,u,t,n,f,c,b,b,e,s,y,w,w,p,w,o,p,k,v,w,e
<nil>,y,<nil>,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,<nil>,p
b,g,<nil>,f,n,a,c,<nil>,<nil>,e,s,s,w,w,p,w,o,p,o,v,p,e
<nil>,y,g,f,<nil>,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
<nil>,y,b,f,n,f,c,n,b,t,<nil>,s,<nil>,w,p,w,o,e,w,v,m,e
x,s,<nil>,f,n,f,c,n,h,t,s,s,w,w,p,w,o,e,w,<nil>,<nil>,p
f,f,g,f,f,f,c,b,b,e,k,k,w,w,p,w,o,l,h,v,g,p
k,s,<nil>,<nil>,n,a,c,b,w,e,s,s,w,w,p,w,o,p,n,v,<nil>,e
x,y,y,<nil>,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,<nil>,g,p
b,f,g,<nil>,f,f,c,b,b,e,k,k,w,w,p,w,o,l,h,v,g,p
<nil>,f,<nil>,f,f,f,c,b,b,e,k,k,w,w,p,w,o,l,h,v,p,p
f,y,p,f,n,f,<nil>,n,b,t,s,s,w,w,p,w,o,e,w,v,m,p
<nil>,y,y,<nil>,<nil>,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,<nil>,e
<nil>,y,<nil>,f,f,f,c,n,b,t,s,s,w,w,p,w,o,<nil>,w,v,g,p
<nil>,y,n,t,n,f,c,n,b,e,s,s,w,w,p,w,o,p,k,v,u,e
f,y,<nil>,f,y,f,c,<nil>,b,t,<nil>,s,w,w,p,w,<nil>,e,w,v,p,p
x,y,u,f,n,f,<nil>,n,b,t,s,s,w,w,p,w,o,e,w,v,u,e
<nil>,y,u,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
<nil>,f,g,f,f,<nil>,c,b,b,e,k,k,w,w,p,w,o,l,h,v,p,p
s,y,n,f,n,a,w,b,b,t,s,<nil>,w,w,p,w,o,p,o,v,l,e
<nil>,y,<nil>,f,f,<nil>,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
b,y,n,t,n,f,c,n,b,e,s,s,w,w,p,w,<nil>,p,k,v,<nil>,e
<nil>,<nil>,u,f,n,f,c,n,b,t,s,s,w,<nil>,p,w,o,e,w,v,l,e
f,y,n,f,n,<nil>,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
k,y,y,f,n,f,c,n,<nil>,t,s,s,w,w,p,w,o,e,w,y,m,e
<nil>,y,r,f,f,f,c,b,b,e,k,k,w,w,p,w,o,l,h,v,l,e
<nil>,y,<nil>,f,y,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,p,p
x,s,p,f,n,f,c,n,b,e,s,s,w,w,p,<nil>,o,p,k,v,<nil>,e
<nil>,y,e,f,s,f,c,n,b,t,s,s,<nil>,w,p,w,o,e,w,v,<nil>,p
b,f,w,t,n,f,c,n,b,e,s,s,w,w,p,w,o,p,k,v,<nil>,e
f,y,u,f,n,a,c,b,<nil>,t,<nil>,y,w,w,p,w,o,p,o,v,<nil>,e
k,y,b,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d,e
f,f,e,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d,e
b,f,y,f,f,f,c,b,b,e,<nil>,k,w,w,p,w,<nil>,l,h,v,<nil>,p
x,y,y,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,<nil>,e
<nil>,y,e,f,s,f,c,n,b,t,s,<nil>,w,w,p,w,o,e,<nil>,v,g,p
x,y,<nil>,t,n,f,c,b,<nil>,e,s,s,w,w,p,w,o,p,k,<nil>,p,e
k,y,n,<nil>,<nil>,<nil>,c,n,<nil>,t,s,s,<nil>,w,p,w,o,e,w,<nil>,g,p
s,y,w,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,<nil>,w,e
<nil>,y,<nil>,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,p,e
<nil>,y,y,<nil>,n,f,<nil>,n,b,t,s,s,w,w,p,w,o,e,w,v,d,p
<nil>,y,e,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
<nil>,s,b,f,n,f,c,n,b,t,s,s,o,w,p,w,o,e,w,a,<nil>,e
b,s,n,t,n,a,c,n,b,e,s,s,w,w,p,w,o,e,u,v,u,e
f,s,y,f,n,<nil>,c,n,p,e,s,s,w,w,p,w,o,p,n,<nil>,d,e
b,f,<nil>,f,f,f,<nil>,b,b,e,k,k,w,w,p,<nil>,<nil>,l,h,v,p,p
<nil>,s,w,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,<nil>,p
k,<nil>,u,t,n,f,c,n,b,e,s,s,w,<nil>,p,w,o,p,k,v,p,e
x,s,u,f,n,a,c,n,b,e,s,s,w,w,p,w,o,<nil>,n,v,d,e
<nil>,y,n,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
x,f,y,f,f,<nil>,c,b,b,e,k,k,w,w,p,<nil>,o,l,h,v,<nil>,p
b,y,e,t,n,f,c,b,b,<nil>,s,k,w,w,p,w,o,p,k,v,g,e
k,y,n,f,<nil>,f,c,<nil>,b,t,s,<nil>,w,w,p,w,o,e,w,v,d,p
<nil>,y,e,f,s,f,c,n,b,t,s,s,<nil>,w,p,w,o,e,w,v,<nil>,p
f,y,<nil>,f,n,f,c,n,b,t,<nil>,s,w,w,p,w,<nil>,e,w,v,p,p
<nil>,y,<nil>,f,n,f,c,n,b,t,s,s,w,w,p,w,<nil>,e,w,s,l,e
f,y,g,f,n,f,c,n,<nil>,<nil>,s,s,w,w,p,w,o,e,w,v,d,e
<nil>,y,n,f,n,f,<nil>,n,b,t,s,s,w,w,p,w,o,e,<nil>,v,g,p
x,g,n,f,n,f,c,n,b,t,s,s,o,w,p,w,o,e,w,<nil>,l,e
<nil>,y,p,f,n,a,c,<nil>,b,e,s,s,w,w,p,w,<nil>,p,n,v,g,e
<nil>,y,u,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,<nil>,u,p
s,y,g,f,n,a,c,b,<nil>,e,s,s,w,w,p,w,o,p,n,v,g,e
<nil>,y,u,t,n,f,c,b,b,t,s,<nil>,w,w,p,w,o,p,k,v,u,e
f,y,e,f,f,f,<nil>,n,b,t,s,s,w,w,p,w,<nil>,e,w,v,g,p
<nil>,y,<nil>,f,s,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
f,y,b,<nil>,<nil>,f,c,n,b,t,s,s,w,<nil>,p,w,o,e,w,v,w,e
<nil>,s,n,f,n,f,c,n,b,t,s,s,p,w,p,w,o,e,w,<nil>,<nil>,e
<nil>,y,e,f,n,f,c,n,b,t,<nil>,<nil>,w,w,p,w,o,e,w,v,<nil>,p
<nil>,y,n,<nil>,f,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,l,p
<nil>,f,y,f,f,f,c,b,b,e,k,k,w,w,p,w,o,l,h,v,g,p
x,y,w,t,n,f,c,n,<nil>,e,s,s,w,w,p,w,o,<nil>,k,v,g,e
<nil>,<nil>,<nil>,f,s,f,c,n,b,t,s,s,w,w,p,w,o,e,<nil>,v,g,p
<nil>,s,w,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,e
<nil>,y,y,f,n,f,c,n,b,t,s,<nil>,w,w,p,w,o,e,<nil>,v,g,p
<nil>,y,w,t,n,f,c,b,b,e,s,s,w,w,p,w,o,<nil>,k,v,m,e
<nil>,y,u,f,n,f,c,n,b,t,<nil>,s,w,w,p,w,o,e,w,v,u,p
s,y,e,f,n,a,c,b,<nil>,<nil>,s,f,w,w,p,w,o,p,b,v,l,e
x,f,g,f,f,f,c,b,b,e,<nil>,k,w,w,p,w,o,l,h,v,p,p
<nil>,g,n,t,n,a,c,b,b,t,f,y,w,p,p,w,o,p,y,v,d,e
<nil>,y,<nil>,<nil>,<nil>,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,<nil>,p
<nil>,g,e,f,n,a,c,b,b,e,<nil>,<nil>,w,w,p,w,o,f,h,v,u,e
k,y,n,f,n,<nil>,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
