cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,label
f,g,y,f,l,a,c,b,p,t,s,y,o,w,p,o,n,n,b,s,g,e
k,s,n,f,f,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,p,p
f,s,n,f,y,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,l,p
x,y,n,t,n,f,c,b,p,t,s,s,p,g,p,w,o,p,n,y,d,e
x,s,g,f,n,f,w,b,w,e,s,k,w,w,p,w,t,p,w,s,g,e
c,y,e,f,n,a,c,b,p,t,k,s,w,b,p,y,t,n,u,v,l,e
x,s,e,f,s,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,l,p
f,f,g,f,f,f,c,b,h,e,k,k,b,b,p,w,o,l,h,y,p,p
f,y,g,t,n,f,c,b,u,t,s,s,w,g,p,w,o,p,n,v,d,e
f,f,y,f,f,f,c,b,h,e,k,k,b,p,p,w,o,l,h,y,d,p
f,y,n,f,s,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,l,p
s,g,g,f,n,f,w,b,y,e,s,k,p,b,p,n,n,l,n,v,l,e
f,y,n,f,n,a,c,b,r,e,f,y,y,o,p,o,t,n,w,s,p,e
c,y,u,f,n,f,c,b,p,e,y,k,b,e,p,n,o,p,k,y,m,e
x,f,g,f,f,f,c,b,h,e,k,k,p,p,p,w,o,l,h,y,d,p
f,y,w,f,n,f,c,n,w,e,s,f,w,w,p,w,o,f,h,y,d,p
f,y,g,f,f,f,c,b,g,e,k,k,p,b,p,w,o,l,h,v,g,p
x,y,y,t,a,f,c,b,g,e,s,s,w,w,p,w,o,p,k,n,g,p
x,y,n,f,m,a,c,b,w,e,k,y,c,c,p,w,n,n,w,c,d,p
f,f,y,f,f,f,c,b,p,e,k,k,p,b,p,w,o,l,h,y,d,p
k,s,n,f,y,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,d,p
b,s,g,f,n,f,w,b,w,e,s,s,w,w,p,w,t,p,w,n,g,e
k,g,g,t,n,a,c,b,g,e,s,f,w,y,p,o,o,p,b,c,p,e
x,g,y,t,l,f,w,b,p,t,y,y,w,w,p,n,o,n,y,n,u,e
f,y,w,f,n,f,c,n,w,e,s,f,w,w,p,w,o,f,h,v,d,p
f,f,e,t,n,f,c,b,p,t,s,s,p,p,p,w,o,p,n,y,d,p
x,y,e,t,n,f,c,b,e,e,s,s,e,w,p,w,t,e,w,c,w,e
f,s,w,t,n,f,c,b,g,e,s,s,w,w,p,w,t,p,r,v,m,p
f,f,n,t,l,a,w,b,n,t,f,f,p,w,p,n,o,n,k,y,g,e
x,y,e,t,n,f,c,b,p,t,s,s,g,g,p,w,o,p,k,v,d,e
x,y,n,t,n,f,c,b,w,t,s,s,p,w,p,w,o,p,k,v,d,e
c,g,n,t,n,a,w,b,n,e,s,y,o,p,p,w,t,p,y,c,w,e
x,y,g,f,f,f,c,b,g,e,k,k,b,p,p,w,o,l,h,v,g,p
f,g,y,f,l,a,c,b,b,t,y,s,w,e,p,n,t,p,k,s,g,e
x,s,n,f,s,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,p,p
c,g,y,f,l,a,c,b,b,e,s,k,o,w,p,o,n,n,n,s,g,e
f,y,r,f,n,f,c,n,p,e,s,f,w,w,p,w,o,f,h,v,d,p
k,f,w,t,n,a,w,b,n,t,k,k,b,o,p,n,t,e,k,v,p,e
f,s,e,f,s,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,p,p
c,s,y,f,a,a,c,b,k,e,s,f,e,o,p,n,o,l,n,v,g,e
f,y,n,t,p,f,c,n,p,e,s,s,w,w,p,w,o,p,n,v,g,p
k,s,e,f,y,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,d,p
x,s,y,f,n,f,w,b,n,t,s,f,n,w,p,w,o,e,k,n,d,e
f,y,w,f,n,f,c,n,h,e,s,f,w,w,p,w,o,f,h,v,d,p
f,g,g,f,n,f,c,b,h,e,k,k,b,y,p,n,n,p,n,n,g,e
c,f,g,f,n,f,c,b,u,e,k,f,w,e,p,w,n,e,n,n,p,e
c,y,w,t,n,a,w,b,n,e,s,s,e,e,p,o,o,e,k,a,m,e
k,s,n,f,f,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,l,p
f,s,g,t,n,f,c,b,o,e,s,f,w,w,p,w,o,e,n,y,g,e
k,s,e,f,f,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,d,p
x,f,g,f,n,f,w,b,k,t,f,f,w,w,p,w,o,e,k,a,g,e
f,y,y,f,f,f,c,b,g,e,k,k,b,p,p,w,o,l,h,v,d,p
x,f,y,f,f,f,c,b,g,e,k,k,b,b,p,w,o,l,h,v,p,p
x,y,n,f,y,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,p,p
x,s,b,t,f,f,c,b,w,t,f,s,w,w,p,w,o,p,h,s,u,p
x,f,y,t,n,f,w,b,b,e,f,k,p,y,p,y,t,n,n,s,p,e
x,f,c,f,n,f,w,n,w,e,s,s,w,n,p,w,o,e,w,v,l,p
f,s,b,t,f,f,c,b,w,t,s,s,w,w,p,w,o,p,h,v,u,p
x,y,e,t,n,f,c,b,n,t,s,s,p,g,p,w,o,p,k,v,d,e
x,f,g,f,f,f,c,b,p,e,k,k,b,p,p,w,o,l,h,y,g,p
k,f,n,f,n,f,w,n,w,e,s,s,w,n,p,w,o,e,w,v,l,p
x,f,y,f,f,f,c,b,h,e,k,k,p,p,p,w,o,l,h,y,d,p
k,f,n,f,n,f,w,n,w,e,s,f,w,n,p,w,o,e,w,v,l,p
f,y,e,f,y,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,p,p
f,y,y,f,f,f,c,b,g,e,k,k,p,b,p,w,o,l,h,y,d,p
x,y,p,f,n,f,c,b,w,t,s,f,w,e,p,w,n,e,w,s,w,e
x,s,g,f,n,a,w,b,r,e,f,y,y,y,p,w,o,f,n,v,u,e
s,y,w,f,l,f,w,b,n,t,s,s,e,w,p,y,n,l,k,s,g,e
f,f,g,f,f,f,c,b,h,e,k,k,p,p,p,w,o,l,h,v,d,p
f,y,y,f,f,f,c,b,g,e,k,k,p,n,p,w,o,l,h,v,d,p
s,f,n,f,n,a,c,b,u,t,f,s,o,p,p,n,n,e,w,y,l,e
x,y,b,t,n,f,w,n,p,t,y,s,o,w,p,o,n,n,o,v,g,e
x,f,y,f,f,f,c,b,g,e,k,k,n,p,p,w,o,l,h,v,d,p
x,f,p,f,c,f,w,n,u,e,s,s,w,w,p,w,o,p,n,v,d,p
f,y,e,t,n,f,c,b,p,t,s,s,p,w,p,w,o,p,n,v,d,p
x,y,y,f,n,f,w,b,u,e,s,s,b,g,p,n,t,p,b,a,w,e
k,y,y,f,l,a,c,b,e,t,s,s,w,w,p,y,t,p,u,y,m,e
c,f,n,f,n,f,c,b,o,e,f,s,o,b,p,o,o,f,k,y,d,e
f,y,y,f,f,f,c,b,h,e,k,k,n,p,p,w,o,l,h,y,p,p
f,f,g,t,n,f,c,b,n,t,s,s,p,w,p,w,o,p,k,y,d,e
x,y,g,t,n,f,c,b,u,t,s,s,p,w,p,w,o,p,n,y,d,e
k,y,n,f,y,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,l,p
f,s,w,t,f,f,c,b,h,t,s,f,w,w,p,w,o,p,h,v,u,p
f,y,n,f,n,f,c,b,g,t,k,s,p,g,p,n,t,e,n,y,d,e
f,y,e,t,n,f,c,b,n,t,s,s,p,w,p,w,o,p,k,y,d,e
s,s,w,f,n,f,w,b,e,e,f,f,w,e,p,n,n,f,w,y,u,e
x,s,n,t,p,f,c,n,k,e,s,s,w,w,p,w,o,p,n,v,u,p
x,s,e,f,s,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,l,p
k,s,n,f,f,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,d,p
b,s,e,t,l,a,c,b,k,t,y,s,b,w,p,w,o,p,k,s,p,e
k,f,g,f,n,f,c,b,g,t,k,f,e,e,p,w,n,p,y,v,g,e
k,y,n,t,n,a,w,b,w,t,k,f,g,w,p,w,n,p,k,v,w,e
x,y,g,t,n,f,c,b,n,t,s,s,w,w,p,w,o,p,n,v,d,p
b,s,b,t,n,f,c,b,g,e,s,s,w,w,p,w,t,p,r,v,m,p
x,s,n,f,f,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,l,p
f,y,w,t,p,f,c,n,n,e,s,s,w,w,p,w,o,p,n,v,g,p
x,y,g,t,n,a,c,b,h,e,s,s,w,w,p,w,n,e,n,n,g,e
c,f,y,f,n,a,c,b,w,t,k,s,o,y,p,w,n,p,n,v,d,e
x,y,y,f,f,f,c,b,g,e,k,k,p,b,p,w,o,l,h,v,d,p
b,s,e,f,a,f,c,b,b,t,k,y,w,e,p,n,n,e,y,a,w,e
x,s,e,f,y,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,d,p
x,s,g,t,f,f,c,b,w,t,f,s,w,w,p,w,o,p,h,s,g,p
k,f,p,t,n,a,c,b,b,t,f,s,w,w,p,n,o,f,w,v,l,e
x,y,y,f,f,f,c,b,h,e,k,k,b,n,p,w,o,l,h,v,g,p
f,f,e,t,n,f,c,b,p,t,s,s,g,p,p,w,o,p,k,v,d,e
f,s,n,f,n,a,c,b,o,e,s,s,o,o,p,n,o,p,n,v,l,e
x,g,p,f,l,a,w,b,w,t,s,y,w,w,p,n,o,p,k,c,u,e
f,s,w,t,f,f,c,b,w,t,f,s,w,w,p,w,o,p,h,v,u,p
x,f,g,f,f,f,c,b,p,e,k,k,p,p,p,w,o,l,h,v,d,p
f,s,n,f,f,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,p,p
s,f,w,t,l,a,w,b,k,t,s,f,o,y,p,o,o,p,n,v,u,e
k,y,n,f,y,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,p,p
f,y,g,f,f,f,c,b,p,e,k,k,b,b,p,w,o,l,h,v,p,p
f,f,g,f,f,f,c,b,p,e,k,k,n,b,p,w,o,l,h,y,d,p
x,f,y,f,f,f,c,b,g,e,k,k,n,b,p,w,o,l,h,v,p,p
x,s,w,t,p,f,c,n,k,e,s,s,w,w,p,w,o,p,k,v,g,p
f,y,n,f,y,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,l,p
k,s,n,f,n,f,c,b,g,e,f,y,o,b,p,n,n,n,b,n,u,e
c,y,b,f,n,a,w,b,b,t,s,y,p,w,p,w,n,l,w,v,p,e
k,s,e,f,y,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,p,p
x,f,g,f,f,f,c,b,g,e,k,k,n,b,p,w,o,l,h,y,p,p
b,y,y,f,n,f,c,b,u,e,s,y,b,o,p,n,o,p,k,n,w,e
x,y,e,t,n,f,c,b,w,t,s,s,p,w,p,w,o,p,n,v,d,p
b,g,p,f,n,f,c,b,b,e,s,s,b,g,p,n,t,p,o,y,p,e
x,s,g,t,f,f,c,b,w,t,s,s,w,w,p,w,o,p,h,v,g,p
s,g,b,t,n,f,w,b,g,t,k,k,y,w,p,o,t,e,k,a,m,e
x,s,g,t,f,f,c,b,h,t,f,f,w,w,p,w,o,p,h,s,g,p
f,f,g,f,f,f,c,b,g,e,k,k,p,n,p,w,o,l,h,y,g,p
x,y,n,t,n,f,c,b,w,t,s,s,w,p,p,w,o,p,n,v,d,e
x,y,r,f,n,f,c,n,u,e,s,f,w,w,p,w,o,f,h,y,d,p
f,y,g,f,f,f,c,b,p,e,k,k,p,p,p,w,o,l,h,v,g,p
x,y,g,f,f,f,c,b,p,e,k,k,p,b,p,w,o,l,h,v,p,p
f,s,p,t,n,f,c,b,r,e,s,s,w,w,p,w,t,p,r,v,m,p
x,s,y,t,a,f,c,b,g,e,s,s,w,w,p,w,o,p,k,n,m,e
k,y,n,f,f,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,p,p
s,g,n,f,n,a,w,b,w,e,s,s,p,o,p,n,o,p,k,s,u,e
f,s,e,f,y,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,p,p
x,g,e,t,n,f,c,b,y,e,k,y,w,e,p,w,o,l,w,y,u,e
x,s,g,t,f,f,c,b,p,t,s,f,w,w,p,w,o,p,h,v,g,p
f,f,g,f,f,f,c,b,p,e,k,k,n,n,p,w,o,l,h,y,p,p
s,y,n,t,l,a,w,b,b,t,f,y,w,w,p,w,t,e,o,n,l,e
x,y,n,f,f,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,d,p
s,y,n,t,n,f,c,b,g,t,k,k,w,w,p,n,o,e,k,y,d,e
s,y,u,f,n,f,w,b,n,e,k,s,y,e,p,w,o,l,b,c,l,e
f,s,n,t,p,f,c,n,w,e,s,s,w,w,p,w,o,p,n,v,g,p
k,s,y,f,l,f,c,b,e,e,s,k,e,y,p,y,n,p,k,y,m,e
x,f,u,t,n,f,c,n,p,t,s,s,p,w,p,o,o,f,h,y,l,e
x,s,e,f,y,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,p,p
x,s,p,f,n,f,w,b,e,t,y,s,y,p,p,n,t,f,k,v,d,e
k,y,e,f,s,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,p,p
f,f,w,f,n,f,w,b,p,t,s,s,w,w,p,w,o,e,k,s,g,e
f,y,n,f,a,f,c,b,y,t,f,y,w,w,p,y,o,p,o,n,l,e
k,g,b,t,n,a,w,b,w,t,f,k,o,p,p,y,o,p,n,y,d,e
f,f,e,f,n,a,w,b,n,e,y,k,n,b,p,o,o,n,n,y,d,e
f,y,g,f,f,f,c,b,g,e,k,k,p,b,p,w,o,l,h,y,g,p
x,g,y,f,l,a,c,b,n,t,k,f,w,o,p,w,t,l,n,n,m,e
k,s,e,f,s,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,l,p
x,y,n,t,l,f,c,b,n,e,s,y,w,w,p,w,o,p,k,s,p,e
k,f,n,f,n,f,w,n,w,e,s,s,w,n,p,w,o,e,w,v,l,p
b,y,w,t,l,f,w,b,y,t,s,s,y,e,p,o,o,p,r,c,w,e
c,f,y,t,n,a,c,b,u,t,k,f,e,w,p,n,n,p,k,a,p,e
f,y,u,f,n,f,c,n,u,e,s,f,w,w,p,w,o,f,h,y,d,p
x,y,e,f,f,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,p,p
x,s,b,t,n,a,w,b,p,t,s,y,o,p,p,n,o,e,k,a,w,e
f,f,n,t,n,a,c,n,p,t,y,s,w,b,p,n,t,p,u,s,u,e
f,g,y,f,n,f,c,b,p,e,s,k,w,e,p,w,o,l,n,y,p,e
f,y,g,f,f,f,c,b,p,e,k,k,n,n,p,w,o,l,h,y,p,p
x,s,w,t,f,f,c,b,h,t,f,f,w,w,p,w,o,p,h,v,g,p
k,y,u,t,n,a,w,b,n,e,s,s,g,g,p,o,n,p,k,s,p,e
x,y,u,f,n,f,w,b,b,t,f,s,y,y,p,w,t,n,n,a,d,e
f,y,n,f,y,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,d,p
x,f,g,f,f,f,c,b,h,e,k,k,p,p,p,w,o,l,h,y,g,p
b,f,e,t,n,a,w,b,y,e,k,k,b,w,p,w,t,e,k,n,g,e
k,y,n,f,s,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,d,p
f,s,e,f,s,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,d,p
f,s,n,f,f,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,p,p
x,y,n,f,n,f,c,b,w,e,s,k,p,g,p,w,t,n,k,s,l,e
f,y,g,f,n,f,c,b,g,t,s,y,p,g,p,w,n,p,n,y,l,e
k,f,n,f,n,f,w,n,w,e,s,f,w,n,p,w,o,e,w,v,l,p
x,g,n,t,n,a,w,b,e,e,y,s,o,y,p,w,t,e,b,y,l,e
f,f,p,f,a,f,w,b,w,t,s,s,w,b,p,n,o,l,n,n,g,e
x,s,g,t,f,f,c,b,p,t,s,f,w,w,p,w,o,p,h,s,u,p
s,s,g,f,a,f,w,b,o,e,y,f,o,o,p,o,o,l,n,n,g,e
x,g,p,t,n,a,w,b,e,e,y,y,w,w,p,o,t,e,k,a,u,e
f,y,e,f,f,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,p,p
f,s,n,f,s,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,p,p
f,y,b,f,n,f,c,b,e,t,k,s,e,b,p,w,o,p,w,n,w,e
c,s,n,f,n,f,c,b,o,e,s,f,p,g,p,n,o,p,n,y,p,e
x,s,e,f,f,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,p,p
k,s,n,f,f,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,l,p
x,f,y,f,f,f,c,b,h,e,k,k,n,n,p,w,o,l,h,v,g,p
x,f,g,t,n,a,w,b,y,e,s,y,p,y,p,w,t,p,k,n,g,e
x,y,n,f,s,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,l,p
b,s,w,f,l,f,w,b,y,e,y,y,b,w,p,w,o,p,o,y,g,e
f,y,w,f,n,f,c,n,p,e,s,f,w,w,p,w,o,f,h,y,d,p
c,f,w,f,l,a,w,b,n,e,f,s,o,b,p,y,n,f,k,v,m,e
f,s,w,t,f,f,c,b,w,t,f,s,w,w,p,w,o,p,h,s,g,p
s,s,e,f,l,a,c,b,b,t,s,f,y,p,p,o,t,p,b,s,l,e
x,f,y,f,f,f,c,b,p,e,k,k,p,b,p,w,o,l,h,v,p,p
k,g,n,t,n,a,w,b,p,e,s,y,o,p,p,y,t,p,y,y,d,e
f,y,n,t,n,f,c,b,p,t,s,s,w,w,p,w,o,p,n,v,d,p
x,g,e,t,n,a,c,b,b,t,s,s,g,g,p,o,o,f,u,a,u,e
k,y,n,f,n,f,w,n,w,e,s,s,w,n,p,w,o,e,w,v,l,p
f,s,y,f,l,a,w,b,g,t,k,y,w,b,p,o,n,p,k,a,l,e
x,s,n,f,y,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,p,p
f,f,y,f,f,f,c,b,g,e,k,k,n,b,p,w,o,l,h,v,d,p
x,s,b,t,f,f,c,b,p,t,s,s,w,w,p,w,o,p,h,v,g,p
k,y,n,f,n,f,w,n,w,e,s,f,w,n,p,w,o,e,w,v,l,p
x,y,e,f,f,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,p,p
b,g,p,t,n,a,c,b,o,t,k,s,e,o,p,w,t,f,u,s,d,e
f,f,g,f,f,f,c,b,g,e,k,k,p,b,p,w,o,l,h,v,p,p
c,g,p,t,n,a,w,b,o,t,f,y,e,y,p,n,n,f,n,c,p,e
x,y,g,f,f,f,c,b,h,e,k,k,b,n,p,w,o,l,h,v,g,p
f,y,n,f,n,f,w,b,y,e,s,y,g,w,p,o,t,p,n,v,w,e
x,y,e,t,n,f,c,b,p,t,s,s,w,w,p,w,o,p,k,y,d,e
f,f,n,t,n,f,c,b,w,t,s,s,w,w,p,w,o,p,n,v,d,p
k,s,y,f,l,f,c,b,p,t,y,y,b,b,p,y,n,p,o,n,p,e
f,s,e,f,n,a,c,b,o,e,s,f,o,e,p,n,t,e,w,v,w,e
x,f,n,f,n,f,w,n,w,e,s,s,w,n,p,w,o,e,w,v,l,p
f,y,e,f,m,f,c,b,w,e,k,y,c,c,p,w,n,n,w,c,d,p
f,s,n,f,y,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,p,p
x,s,g,f,l,a,w,b,w,e,y,f,b,w,p,n,t,f,k,n,m,e
x,f,n,t,n,a,c,n,b,e,s,k,e,o,p,o,t,e,k,v,l,e
x,s,b,f,n,a,w,b,u,e,s,y,b,e,p,y,n,p,k,v,d,e
x,s,e,f,f,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,l,p
k,y,e,f,s,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,p,p
x,s,b,t,n,a,w,b,h,t,y,y,b,w,p,n,n,e,w,n,u,e
s,y,n,t,n,f,w,b,o,t,s,y,o,w,p,n,o,p,r,v,l,e
x,f,g,f,n,f,w,b,k,t,s,f,w,w,p,w,o,e,k,s,g,e
x,y,n,t,n,f,c,b,p,t,s,s,p,w,p,w,o,p,k,v,d,p
x,s,n,f,s,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,p,p
c,y,g,t,a,f,c,b,p,t,y,f,w,o,p,w,o,n,k,y,p,e
x,y,n,f,m,a,c,b,y,e,k,y,c,c,p,w,n,n,w,c,d,p
b,g,p,f,n,a,w,b,r,e,s,f,p,p,p,o,n,l,y,v,u,e
f,y,e,f,s,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,d,p
f,f,n,f,n,f,w,b,w,t,f,k,o,y,p,n,o,n,n,v,p,e
f,f,n,f,n,f,c,n,k,e,s,s,w,w,p,w,o,p,n,v,u,p
k,g,b,t,n,a,c,b,u,e,s,k,b,g,p,w,t,p,k,n,g,e
f,f,y,f,f,f,c,b,h,e,k,k,b,b,p,w,o,l,h,y,d,p
x,y,y,f,f,f,c,b,h,e,k,k,n,n,p,w,o,l,h,y,g,p
f,s,w,t,a,f,w,n,n,t,s,s,w,w,p,w,o,p,u,v,d,e
x,f,g,f,f,f,c,b,p,e,k,k,p,n,p,w,o,l,h,v,p,p
k,s,n,f,y,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d,p
x,s,w,f,c,f,c,n,g,e,s,s,w,w,p,w,o,p,n,v,d,p
x,f,y,f,f,f,c,b,g,e,k,k,b,n,p,w,o,l,h,y,p,p
f,f,g,f,n,f,w,b,n,t,f,f,w,w,p,w,o,e,k,s,g,e
k,y,w,t,n,a,w,b,b,t,s,s,y,e,p,n,n,f,w,s,g,e
k,s,e,t,n,a,c,b,e,t,s,y,n,b,p,w,n,p,o,c,m,e
f,y,w,f,n,f,c,n,h,e,s,f,w,w,p,w,o,f,h,v,d,p
f,s,e,f,s,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,d,p
f,f,b,f,n,f,c,b,y,e,s,k,o,p,p,o,t,p,k,y,u,e
x,s,e,f,y,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,p,p
x,s,n,f,s,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,p,p
x,y,p,t,n,f,c,b,e,e,s,s,w,w,p,w,t,e,w,c,w,e
b,s,w,t,a,f,w,b,w,e,y,s,o,o,p,y,n,f,u,n,u,e
b,s,n,f,n,f,c,b,y,t,s,s,g,w,p,n,t,n,n,c,l,e
x,s,y,t,l,f,w,n,n,t,s,s,w,w,p,w,o,p,n,v,d,p
x,f,g,f,f,f,c,b,g,e,k,k,n,p,p,w,o,l,h,v,d,p
f,f,n,t,n,f,w,b,y,t,f,k,g,y,p,w,o,p,k,v,w,e
f,y,e,f,n,a,w,b,k,t,s,f,w,w,p,y,t,n,k,a,l,e
s,f,b,f,n,a,w,b,u,t,s,f,w,e,p,n,t,l,n,c,d,e
f,s,g,t,f,f,c,b,w,t,s,s,w,w,p,w,o,p,h,s,g,p
f,f,n,f,n,f,w,b,h,t,s,s,w,w,p,w,o,e,k,a,g,e
c,f,y,t,n,a,w,b,e,t,k,k,b,b,p,w,t,e,n,v,d,e
k,f,w,f,a,a,w,b,p,t,s,s,o,w,p,o,n,l,k,v,u,e
f,y,r,f,n,f,c,n,p,e,s,f,w,w,p,w,o,f,h,v,d,p
x,y,y,f,n,f,c,b,w,e,s,s,y,o,p,y,t,f,n,c,p,e
k,f,y,f,n,f,w,b,b,t,y,y,w,o,p,n,n,e,n,y,u,e
c,f,w,t,n,a,c,b,w,t,k,s,e,w,p,o,o,n,w,a,m,e
f,f,e,t,n,f,c,b,p,t,s,s,p,p,p,w,o,p,k,v,d,p
f,f,y,f,f,f,c,b,g,e,k,k,b,n,p,w,o,l,h,y,g,p
f,y,g,f,f,f,c,b,p,e,k,k,b,p,p,w,o,l,h,v,p,p
k,s,n,f,y,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,d,p
x,s,p,f,c,f,c,n,p,e,s,s,w,w,p,w,o,p,k,v,d,p
k,g,e,f,l,f,c,b,g,t,f,f,o,e,p,w,n,n,k,n,l,e
f,y,p,t,n,f,c,b,g,e,s,s,w,w,p,w,t,p,r,v,m,p
f,y,w,t,p,f,c,n,p,e,s,s,w,w,p,w,o,p,k,s,g,p
c,g,y,f,n,f,w,b,g,t,y,f,b,y,p,n,t,n,k,v,m,e
s,f,n,f,n,f,c,n,n,e,s,s,w,w,p,w,o,p,n,y,u,e
x,y,n,t,p,f,c,n,n,e,s,s,w,w,p,w,o,p,k,v,g,p
s,y,g,f,n,f,w,b,h,t,f,k,o,y,p,w,o,l,k,s,g,e
f,y,g,f,f,f,c,b,p,e,k,k,n,n,p,w,o,l,h,v,g,p
f,y,n,f,f,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,d,p
x,f,g,f,n,f,c,n,p,e,s,s,w,w,p,w,o,p,k,v,u,p
k,s,n,f,s,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,d,p
x,g,b,t,n,a,c,b,b,t,s,s,o,w,p,o,n,e,o,y,p,e
k,y,e,f,y,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,d,p
f,s,b,t,n,a,c,b,p,t,k,y,w,w,p,o,n,e,k,s,g,e
k,f,g,t,n,a,w,b,e,e,k,s,b,b,p,o,n,p,r,a,p,e
f,s,w,t,p,f,c,n,n,e,s,s,w,w,p,w,o,p,k,v,u,p
f,y,n,t,n,f,c,b,p,t,s,s,p,p,p,w,o,p,n,v,d,p
b,y,p,t,n,f,c,b,e,e,y,y,n,p,p,n,n,e,n,n,p,e
x,y,p,t,n,a,c,n,h,t,s,s,y,w,p,n,o,p,k,v,d,e
x,f,w,t,n,a,w,b,o,t,k,k,p,p,p,o,n,f,b,c,m,e
x,y,w,f,n,f,c,n,h,e,s,f,w,w,p,w,o,f,h,v,d,p
s,y,r,f,n,a,w,b,e,t,f,k,n,e,p,y,t,e,k,c,p,e
k,y,b,f,n,f,w,b,b,e,s,y,y,b,p,o,n,e,k,a,p,e
x,y,y,f,f,f,c,b,h,e,k,k,b,n,p,w,o,l,h,y,g,p
f,s,g,t,f,f,c,b,w,t,s,f,w,w,p,w,o,p,h,s,g,p
f,f,u,t,n,a,c,b,n,t,y,k,o,b,p,n,o,e,r,v,u,e
s,y,u,t,n,a,w,n,e,e,k,f,w,e,p,o,o,f,h,n,d,e
f,s,e,f,f,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,p,p
f,s,n,f,s,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,l,p
s,f,y,t,l,a,w,b,w,t,k,f,w,w,p,o,t,l,u,y,m,e
x,s,w,t,a,f,c,b,n,e,s,s,w,w,p,w,o,p,n,s,g,p
x,y,y,t,a,f,c,b,p,e,s,y,w,w,p,w,o,p,n,y,p,p
f,y,c,f,n,f,w,n,w,e,s,s,w,n,p,w,o,e,w,v,l,p
f,y,y,f,f,f,c,b,p,e,k,k,b,n,p,w,o,l,h,y,g,p
x,f,p,t,n,a,w,b,o,e,s,s,p,y,p,n,o,e,k,y,u,e
x,g,y,f,n,a,w,b,p,t,s,k,w,p,p,n,n,f,n,v,w,e
c,s,y,f,n,a,w,b,u,t,s,k,p,y,p,w,t,e,n,c,d,e
f,f,e,t,n,a,c,b,p,e,y,y,o,b,p,n,t,e,o,a,p,e
s,y,p,f,n,f,c,b,u,t,s,s,b,w,p,n,o,e,k,y,g,e
f,y,y,t,a,f,c,b,p,e,s,y,w,w,p,w,o,p,n,y,p,e
f,y,e,f,s,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,l,p
