Status of existing checking account,Duration,Credit history,Purpose,Credit amount,Savings account/bonds,Present employment since,Installment rate,personal status,Other debtors,Present residence since,Property,Age,Other installment plans,Housing,Number of existing credits,Job,Number of people,Telephone,foreign worker,class
A12,52.7352410495438,A32,A43,13667.44417755201,A65,A72,1.5253167767587923,A94,A101,3.9366982560253954,<nil>,23.0,<nil>,A152,1.0,A173,1.0,A191,A201,1
A14,11.0,A32,A40,1393.0,A61,A72,4.0,A92,A101,4.0,A123,35.0,A143,A152,2.0,A173,1.0,A191,<nil>,1
A14,24.0,<nil>,A40,10946.404199095528,A61,A73,2.0,<nil>,A101,3.779428199030959,A124,31.0,A143,A152,1.0,A173,1.559102195950134,A191,A201,1
A12,36.0,A33,A43,2337.0,A61,A73,4.0,<nil>,A101,4.0,A121,36.0,A143,A152,3.632469644604609,A173,1.0,A191,A201,1
A14,44.29319747337421,A32,A43,13192.013145071764,<nil>,A75,3.907566035127351,A92,A101,2.0,A121,30.0,A143,A152,1.166112026093097,A173,1.4321890207935697,A192,A201,1
A14,18.0,A34,A43,2238.0,A61,A73,2.0,A92,A101,1.0,A123,25.0,A143,A152,2.0,A173,1.0,A191,A201,1
A14,12.0,A32,A43,2331.0,A61,A75,2.9523166433345818,A93,A101,1.5205842966193264,A122,72.62265645017757,A143,A152,1.0,<nil>,1.4720522927348505,A191,A201,1
A14,9.0,A32,A42,1388.0,A61,A73,2.1789215087853,A91,A101,2.0,A122,48.94666005123554,A143,A152,2.713980840655548,A173,1.0,A191,A201,1
A14,12.0,A32,A49,1542.0,A61,A74,2.0,A93,A101,4.0,A123,36.0,A143,A152,1.0,A173,1.0,A191,A201,2
A14,6.0,A32,A40,1204.0,A61,A73,4.0,A93,A101,1.0,A124,35.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,47.58113934010947,A34,A49,3535.0,A61,A74,4.0,<nil>,A101,4.0,A123,37.0,A143,<nil>,2.623515760758939,A173,1.0,A192,A201,1
A11,12.0,A32,A40,11540.459492324744,A61,A74,1.0,A93,A101,3.0,A124,31.0,A143,A152,1.0,A173,2.0,A191,A201,1
A14,10.0,A32,A46,15000.256746337394,A61,A73,1.2768229667104838,A93,A101,1.750359650944762,A121,25.238545666969795,A143,A152,1.0,A173,1.0,A191,A201,1
A14,30.0,A32,A43,2333.0,A61,A75,2.240525539124781,A92,A101,3.988072706129844,<nil>,30.0,A143,A152,1.0,A173,1.0,A192,A201,1
A11,55.721634357498814,<nil>,A49,1382.0,A61,A73,1.7951183790459588,A92,A101,3.789244727807527,A121,26.0,A143,A152,1.3937489630280169,A171,1.981560761991324,A191,A201,1
A11,12.0,A32,A43,701.0,A61,A73,4.0,A94,A101,2.0,A123,40.0,A143,<nil>,1.0,A173,1.9564879032290432,A191,A201,1
A13,47.93039657326343,A34,A44,4473.0,A61,A75,1.6872223363052674,A92,<nil>,2.0,A121,31.0,A143,<nil>,3.2790359203280404,A171,1.0,A192,A201,1
A13,18.0,A32,A42,2864.0,A61,A73,2.0,A93,A101,1.0,A121,34.0,A143,A152,1.0,A173,2.0,A191,A201,2
A14,24.0,A34,A43,2223.0,A61,A75,4.0,A93,A101,2.7471701795571737,A122,72.32858151604117,A143,A152,3.4791214367087693,A172,1.3893712965590583,A191,A201,1
A14,53.25130904419513,A32,A46,1532.0,A61,A71,4.0,A94,A101,3.0,A123,31.0,A143,A152,1.0,A173,1.6796789415744933,<nil>,A201,1
A14,32.76696101954384,A34,A40,1101.0,A61,A73,3.0,A94,A101,2.0,A123,27.0,A143,A152,2.0,A173,1.8229923286967784,A191,A201,1
A12,15.0,A32,A43,802.0,A61,A75,4.0,A93,A101,3.0,A123,37.0,A143,A152,1.0,A173,2.0,A191,A201,2
A14,24.0,A32,A43,1311.0,A61,A74,4.0,A94,A101,1.0243927768146368,A123,26.0,A143,A152,1.0,A174,1.0,A191,A201,1
A14,36.0,A34,A40,7855.0,A61,A73,4.0,A92,<nil>,2.0,A121,25.0,A143,A152,2.0,A173,1.0,A192,A201,2
A14,24.0,A34,A40,1287.0,A61,A75,4.0,A93,A101,4.0,A123,37.0,A143,A152,2.0,A173,1.4071543787646523,A191,A201,1
A12,12.0,A32,A40,3124.0,A61,A72,1.0,A93,A101,3.0,A121,49.0,A143,A152,3.583088671023656,A172,1.4447708335665772,A191,A201,1
A11,24.0,A32,A42,2359.0,A61,A71,1.0,A91,A101,1.0,A122,33.0,<nil>,A152,1.0,A173,1.0,A191,A201,2
A14,24.0,A32,A40,3972.0,A61,A73,3.69942358177353,<nil>,A101,1.221884452461427,A122,39.262329949395486,A143,A152,1.0,A173,1.0,A191,A201,1
A12,18.0,A34,A49,1887.0,A61,A73,4.0,<nil>,A101,4.0,<nil>,28.0,A143,A152,2.0,A173,1.0,A191,A201,1
A12,10.0,A32,A42,1521.0,A61,A73,4.0,A91,A101,2.0,A123,31.0,A143,A152,1.0,A173,1.0,A191,A201,1
A12,48.0,A32,A40,6560.0,A61,A74,3.0,A93,A101,2.0,A122,24.0,A143,A152,1.0,A173,1.0,A191,A201,2
A14,12.0,A33,A45,10235.427786194745,<nil>,A73,2.8019861292453263,A93,A101,3.476073918895024,A121,28.0,A143,<nil>,2.192852837705565,A173,1.4904880457796097,A191,A201,1
A12,9.0,A32,A410,416.1803810870905,A61,A73,1.0,A93,A101,2.0,A123,33.0,A143,A152,1.0,A173,1.0,A191,A201,1
A11,58.43274086580266,A34,A40,731.0,A61,A75,4.0,A93,A101,1.8690140838567049,<nil>,47.0,A143,A152,2.0,A173,1.7276570292722628,A191,A201,1
A12,8.0,A32,A43,13017.39990159842,A61,A73,4.0,A93,A101,3.607515580700309,A121,33.0,A143,A152,3.715820891048466,A173,1.0,A191,A201,1
A14,43.95363611399186,A32,A43,1459.0,A61,A73,4.0,A94,A101,3.378175225201616,A123,43.0,A143,<nil>,1.0,A173,1.9831386940396167,A191,A201,1
A14,9.0,A32,A410,6117.159138151809,A61,A71,4.0,<nil>,A101,4.0,<nil>,48.0,A143,A152,1.4614083971218623,A173,1.0,A192,A201,1
A11,55.225145544496215,A32,A42,2659.0,A61,A73,1.9761544781370497,A94,A101,3.922208747826264,A123,28.0,A143,A152,1.0,A173,1.0,A191,A201,1
A12,12.0,A32,A40,1295.0,A61,A72,3.0,A92,A101,1.0,A123,25.0,A143,A152,1.0,A173,1.0,A191,A201,2
A14,18.0,A34,A40,1530.0,A61,A73,3.0,A93,A101,2.0,A122,32.0,A143,A152,2.0,A173,1.0,A191,A201,2
A12,18.0,A32,A49,2622.0,A61,A73,4.0,<nil>,A101,4.0,A121,34.0,A143,A152,1.0,A173,1.0,A191,<nil>,2
A14,18.0,A32,A45,1943.0,A61,A72,4.0,A92,A101,4.0,A121,23.0,A143,<nil>,1.0,A173,1.0,A191,A201,2
A14,12.0,A32,A45,15194.690319274256,A61,A74,3.451887146408576,<nil>,A101,4.0,A122,63.0,A143,A152,1.230906859540711,A172,1.0,A192,A201,1
A11,18.0,A32,A42,1049.0,<nil>,A72,4.0,A92,A101,4.0,A122,21.0,<nil>,A152,1.0,A173,1.0,A191,A201,1
A14,27.0,A33,A49,5117.0,A61,A71,3.0,A93,A101,2.416311518492941,<nil>,26.0,A143,A152,2.0,A173,1.0,A192,A201,1
A11,12.0,A32,A40,1168.0,A61,A73,4.0,A94,A101,3.0,A121,27.0,A143,A152,1.0,A173,1.0,A191,<nil>,1
A14,21.0,A32,A40,12680.0,A61,A75,4.0,A93,A101,4.0,<nil>,30.0,A143,A152,1.0,A173,1.0,A192,A201,2
A14,55.795698212144735,A34,A43,2743.0,A61,A75,4.0,A93,A101,2.0,A123,64.35832289813985,A143,A152,2.0,A171,1.6251186037138354,A192,A201,1
A11,18.0,A32,A40,4380.0,A61,A73,3.0,<nil>,A101,4.0,<nil>,35.0,A143,A152,1.0,A173,2.0,A192,A201,1
A14,21.0,A32,A49,2580.0,A61,A72,4.0,A93,A101,2.0,A121,41.0,A143,A152,1.0,A173,2.0,A191,A201,2
A12,15.0,A32,A40,1264.0,A61,A73,2.0,A94,A101,2.0,A122,25.0,A143,A152,1.0,A173,1.0,A191,A201,2
A11,24.0,A34,A43,1231.0,A61,A75,4.0,A92,A101,4.0,A122,57.0,A143,A152,2.0,A173,1.0,A191,A201,2
A11,18.0,A32,A43,3190.0,A61,A73,2.0,A92,A101,2.0,A121,24.0,A143,A152,1.0,<nil>,1.0,A191,A201,2
A11,6.0,A32,A40,1374.0,A61,A71,4.0,A92,A101,3.0,A122,75.0,A143,A152,1.0,A173,1.0,<nil>,A201,2
A11,24.0,A32,A42,4020.0,A61,A73,2.0,A93,A101,2.0,A123,27.0,A143,A152,1.0,A173,1.0,A191,A201,1
A11,30.0,A30,A49,8072.0,A61,A72,2.0,A93,A101,3.0,A123,25.0,A143,A152,3.0,A173,1.0,A191,A201,1
A14,9.0,A32,A42,1313.0,A61,A73,1.0,A93,A101,4.0,A121,40.03465356738624,A143,A152,1.0,<nil>,1.9474116678995863,A191,A201,1
A11,12.0,A32,A48,339.0,A61,A75,4.0,A93,A101,3.02420055823067,A122,45.0,A143,A152,1.0,A173,1.0,A191,A201,1
A12,15.0,A32,A45,1308.0,A61,A75,4.0,A93,A101,4.0,A123,38.0,A143,A152,2.0,A173,1.0,A191,A201,2
A11,12.0,A32,A42,2578.0,A61,A71,3.0,<nil>,A101,4.0,<nil>,55.0,A143,A152,1.0,A173,1.0,A191,A201,1
A11,33.0,A34,A42,4281.0,A61,A73,1.0,A92,<nil>,4.0,A123,23.0,A143,A152,2.0,A173,1.0,A191,A201,2
A12,24.0,A32,A41,2760.0,A61,A75,4.0,A93,A101,4.0,<nil>,36.0,A143,A152,1.0,A173,1.0,A192,A201,2
A11,18.0,A32,A43,1940.0,A61,A72,3.0,<nil>,A101,4.0,A124,36.0,A143,A152,1.0,A173,1.0,A191,A201,1
A11,12.0,A32,A43,1498.0,A61,A73,4.0,A92,<nil>,1.0,A123,23.0,<nil>,A152,1.0,A173,1.0,A191,A201,2
A11,36.0,A32,A41,5493.0,A61,A75,2.0,A93,A101,4.0,<nil>,42.0,<nil>,A152,1.0,A173,2.0,A191,A201,2
A14,15.0,<nil>,A43,1213.0,A61,A71,4.0,A93,A101,3.0,<nil>,47.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,42.0,A32,A43,7166.0,A61,A74,3.4513211810042628,<nil>,A101,4.0,A122,29.0,A143,<nil>,2.559107196427806,A173,1.0,A192,A201,1
A14,24.0,A32,A41,2670.0,A61,A75,4.0,A93,A101,4.0,<nil>,72.6939452778773,A143,A152,3.0070147393407582,A173,1.0,A191,A201,1
A14,6.0,A32,A49,1743.0,A61,A73,1.0,A93,A101,2.0,A122,45.31435067931677,A143,A152,2.0,A173,1.7287938245180807,A191,A201,1
A11,10.0,A32,A45,2315.0,A61,A71,1.5004388825626405,A93,A101,2.5394241149390635,A124,52.0,A143,A152,3.275218554058429,A173,1.0,A191,A201,1
A14,24.0,<nil>,A40,1469.0,A61,A73,2.3654786913281507,A93,A101,1.3874269383823028,A121,64.70858382883041,A143,A152,1.0,A172,1.4126990763499248,A191,A201,1
A13,12.0,A32,A43,3016.0,A61,A73,3.0,A94,A101,1.0,A123,24.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,38.55674095681245,A33,A41,12576.781809317552,A61,A73,2.0,A93,A101,2.0,A123,27.0,A143,A152,3.374139550721647,A173,1.0,A191,A201,1
A14,12.0,A30,A49,3059.0,A61,A75,3.926175235229141,A93,A101,4.0,<nil>,73.97529223609828,<nil>,A152,2.0686028320102263,A172,1.0,A192,A201,1
A14,18.0,A32,A40,1055.0,A61,A72,4.0,A94,A101,1.0,<nil>,48.67780223161464,A143,A152,1.4227474048400568,A173,1.430855210204948,A191,A201,1
A14,51.40504585620511,A32,A43,930.0,A61,A75,4.0,A94,A101,4.0,A121,28.824848976937364,A143,A152,4.0,A173,1.0,A191,A201,1
A14,24.0,A34,A41,6842.0,A61,A73,2.0,A93,A101,1.936105762422942,A122,46.0,A143,A152,2.0,A174,2.0,A192,A201,1
A11,9.0,A34,A43,1138.0,A61,A73,4.0,A93,A101,4.0,<nil>,25.0,A143,A152,2.0,A173,1.0,A191,A201,2
A14,15.0,A32,A42,3343.0,A61,A73,4.0,A93,A101,2.0,<nil>,28.0,A143,<nil>,1.0,A173,1.0,A191,A201,2
A12,9.0,A32,A43,790.0,A61,A71,4.0,A92,A101,1.5644510172921304,A121,66.0,A143,A152,3.842389715515413,A173,1.0,A191,A201,1
A14,18.0,A34,A45,1169.0,A61,A73,2.720011007198305,A94,A101,3.0,A123,29.0,A143,A152,2.0,<nil>,1.7027596986413396,A191,A201,1
A13,10.0,A34,A43,1347.0,A61,A74,4.0,<nil>,A101,3.909936882791696,A122,27.0,A143,A152,2.7588894330283376,A173,1.5271571206118466,A191,A201,1
A12,24.0,A32,A42,3069.0,A61,A75,4.0,A93,A101,4.0,<nil>,30.0,<nil>,A152,1.0,A173,1.0,A191,A201,1
A11,34.931788419774584,A32,A42,2212.0,A61,A72,2.2247010277419816,A93,A101,2.1271270962552657,A123,39.0,A143,A152,1.0,A173,1.0,A191,A201,1
A12,6.233439246373582,A32,A40,8433.560088209964,A61,A74,3.36872542415062,A93,A101,1.7346091373228076,A121,40.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,9.0,A32,A43,12115.64205785742,A61,A73,3.0659741119529427,A93,A101,3.828428442225405,A123,33.0,A143,A152,2.0,A174,1.2881507653231146,A192,A201,1
A11,30.0,A32,A42,3622.0,A61,A75,4.0,A92,A101,4.0,<nil>,57.0,A143,A152,2.0,<nil>,1.0,A192,A201,1
A12,24.0,A32,A42,3069.0,A61,A75,4.0,<nil>,A101,4.0,A124,30.0,A143,A152,1.0,A173,1.0,A191,A201,2
A11,46.85197500753144,A30,A43,10466.291617075676,A61,A73,1.7664635434309983,A93,A101,3.0,A122,58.317470672479246,A143,A152,2.535699824973992,A172,1.6963065370085848,A191,A201,1
A12,24.0,A32,A43,1743.0,A61,A72,1.750622581809036,A94,A101,2.0,A123,48.0,A143,A152,1.219567519996308,A173,1.0,A191,<nil>,1
A13,12.0,A30,A43,9922.050221435926,A61,A73,3.835973278163164,A92,A101,2.0,A122,22.94908092354402,A143,A152,3.8866800353172737,A173,1.428289208753148,A191,A201,1
A14,12.0,A34,A43,717.0,A61,A75,1.6113046840639629,A92,A101,4.0,A123,32.14076154901891,A143,A152,3.0,A173,1.3961391032929358,A191,A201,1
A11,9.0,A32,A40,654.0,A61,A73,4.0,A93,A101,3.0,A123,28.0,<nil>,A152,1.0,A173,1.0,A191,A201,2
A12,48.0,A30,A40,8358.0,A61,A72,1.0,A92,A101,1.0,A123,30.0,A143,A152,2.0,A173,1.0,A191,A201,1
A11,12.0,A32,A48,902.0,A61,A74,4.0,A94,A101,4.0,A122,21.0,A143,A152,1.0,A173,1.0,A191,A201,2
A11,18.0,A34,A40,5302.0,A61,A75,2.0,A93,A101,4.0,A124,36.0,A143,A152,3.0,A174,1.0,A192,A201,1
A13,12.0,A32,A49,609.0,A61,A72,4.0,A92,A101,1.0,A121,26.0,A143,A152,1.0,A171,1.0,<nil>,A201,2
A11,12.0,A32,A40,13254.200038748122,<nil>,A73,4.0,A92,A101,1.3521154097179828,A123,48.6701583408758,A143,A152,1.0,A173,1.0,A191,A201,1
A14,54.61852136351868,A32,A40,8685.088215198859,A61,A71,4.0,A92,A101,4.0,<nil>,36.0,A143,A152,1.0,A173,1.884471011671205,A191,A201,1
A12,9.0,A32,A42,959.0,A61,A73,1.0,A92,A101,2.0,A123,29.0,A143,A152,1.0,A173,1.0,A191,A201,2
A14,48.0,A30,A45,7629.0,A61,A75,2.188457673402202,A93,<nil>,2.0,A123,46.0,A143,A152,2.0,<nil>,2.0,A191,A201,1
A14,58.67805469063616,A34,A45,4042.0,A61,A73,1.6161105499825696,A93,A101,4.0,A121,68.66479321330242,A143,A152,2.7922650468622634,A173,1.743122451228233,A192,A201,1
A14,32.59780389101508,A30,A43,10576.563646911363,A61,A71,2.0,A94,<nil>,1.8616842135084068,A121,72.94267265194382,A143,A152,2.0,<nil>,1.0,A192,A201,1
A12,36.0,A32,A43,10542.784625517072,A61,A74,4.0,A93,A101,4.0,<nil>,40.81822142955386,A143,A152,2.073368865366964,A173,1.0,A191,A201,1
A14,21.0,A33,A41,2993.0,A61,A73,3.0,A93,A101,2.0,A121,28.0,A143,A152,2.0,<nil>,1.0,A191,A201,1
A11,24.0,A34,A41,6419.0,A61,A75,2.0,A92,A101,4.0,<nil>,44.0,A143,A152,2.0,A174,2.0,A192,A201,1
A12,44.761736615392735,A32,A44,2896.0,A61,A72,2.0,A91,A101,1.0,A121,29.0,A143,A152,3.2283462247573027,A173,1.0,A191,A201,1
A11,42.0,A34,A45,3394.0,A61,A71,4.0,A93,A101,4.0,A123,65.0,<nil>,<nil>,2.0,A173,1.0,A191,A201,1
A11,6.0,A32,A43,1957.0,A61,A73,1.0,A92,A101,1.960747219938816,A123,31.0,A143,A152,1.0,A173,1.4858479758870584,A191,A201,1
A11,6.0,A32,A49,11238.149936196913,A65,A71,2.0290359295284155,A93,A101,3.0,A121,75.0,A143,A152,1.0,A171,1.0,A191,A201,1
A14,15.0,A32,A41,8793.16993884679,A61,A72,2.810882853938714,A92,<nil>,1.675095505991187,A123,23.0,A143,A152,3.990996853346898,A173,1.4250275887226145,A191,A201,1
A13,44.035204202673306,A34,A43,3017.0,A61,A75,4.0,A93,A101,4.0,A122,47.0,A143,A152,2.8833764907634984,A173,1.4623996497187748,A192,A201,1
A12,34.40525789880006,A34,A42,3854.451493315305,A61,A71,1.0,A92,A101,4.0,A123,66.25313575149988,A143,A152,3.751566374500485,A171,1.0,A191,A201,1
A12,12.0,A32,A40,685.0,A61,A74,2.0,A94,A101,3.0,A123,25.0,A143,A152,1.0,<nil>,1.0,A191,<nil>,2
A12,6.0,<nil>,A46,433.0,<nil>,A72,4.0,A92,A101,2.0,A122,24.0,A143,A152,1.0,A173,2.0,A191,A201,2
A11,12.0,A32,A42,1858.0,A61,A72,4.0,A93,A101,1.0,<nil>,22.0,<nil>,A152,1.0,A173,1.0,A191,A201,2
A13,6.0,A32,A45,1299.0,A61,A71,1.0,A94,A101,3.3481641448897244,A123,74.0,A143,A152,3.0,A174,2.0,A191,A201,1
A14,24.0,A32,A43,1413.0,A61,A73,4.0,A94,A101,2.0,A123,28.0,<nil>,A152,1.0,A173,1.0,A191,A201,1
A12,12.0,A30,A43,1155.0,A61,A75,1.5254088295966637,A92,A101,3.0,A121,40.0,A143,A152,2.0,A172,1.0,A192,A201,1
A14,9.0,A32,A46,3832.0,A61,A75,1.0,A92,A101,4.0,A121,50.61269221477749,A143,A152,1.0,<nil>,1.4621206442541634,A191,A201,1
A14,18.0,A32,A40,6761.0,A61,A73,2.0,<nil>,A101,4.0,A123,68.0,A143,A152,2.0,A173,1.0,A191,A201,2
A14,10.0,A32,A41,2848.0,A61,A74,1.0,A91,<nil>,2.0,A121,32.0,A143,A152,1.0,<nil>,2.0,A191,<nil>,1
A14,6.0,<nil>,A46,1538.0,A61,A72,1.0,A92,A101,2.0,<nil>,56.0,A143,A152,1.0,A173,1.0,A191,A201,1
A12,48.0,A32,A49,6681.0,A61,A73,4.0,<nil>,A101,4.0,<nil>,38.0,A143,A152,1.0,A173,2.0,A192,A201,2
A14,52.53857086170452,A30,A44,13328.67388458004,A63,A75,1.0,A92,A102,2.0553496099317288,A123,71.02632938890173,A143,A152,1.0,A173,1.936238159888358,A191,A201,1
A11,36.0,A32,A42,11554.425482460678,<nil>,A73,2.69630538388999,A92,A101,2.0,A122,37.0,A143,A152,1.0,A173,1.5140772729087866,A191,A201,1
A11,24.0,A32,A42,6872.0,<nil>,A72,2.0,A91,A101,1.0,<nil>,55.0,A143,A152,1.0,<nil>,1.0,A192,A201,2
A14,48.0,A34,A45,8858.0,A62,A74,2.0,A91,A101,1.0,A124,72.25744308203399,A143,A152,3.481672918077689,A173,1.0,A191,A201,1
A14,48.0,A34,A41,2751.0,A61,A75,1.583524438779234,A93,A101,3.0,<nil>,38.0,A143,A152,3.61032436328181,A174,1.1115787238682635,A192,A201,1
A14,36.85678922610847,A32,A49,1572.0,A61,A75,4.0,A93,A101,4.0,A122,36.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,9.0,A32,A40,2507.0,A61,A75,2.0,A92,A101,4.0,<nil>,51.0,<nil>,A152,1.0,A173,1.0,A191,A201,1
A14,36.0,A34,A40,6614.0,A61,A75,4.0,<nil>,A101,4.0,<nil>,34.0,A143,A152,2.0,A173,1.0,A192,A201,2
A14,21.0,A33,A40,2782.0,A61,A75,3.5954626950949,A92,A101,2.0,A123,31.0,A143,A152,3.823367299670515,A172,1.0,A191,A201,1
A14,12.0,A32,A42,3331.0,A61,A75,2.0,A93,A101,1.089659146325993,A122,42.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,36.0,A33,A43,4463.0,A61,A73,4.0,A93,A101,2.0,A123,26.0,A143,A152,2.0,A173,1.0,A192,A201,2
A11,21.0,A32,A43,3357.0,A61,A72,4.0,A92,A101,2.0,<nil>,29.0,A143,A152,1.0,A173,1.0,A191,A201,1
A11,24.0,A32,A43,1987.0,A61,A73,2.0,A93,A101,4.0,A121,21.0,A143,A152,1.0,A173,2.0,A191,A201,2
A11,24.0,A32,A42,3021.0,A61,A73,2.0,A91,<nil>,2.0,A121,24.0,A143,A152,1.0,A173,1.0,A191,A201,1
A11,15.0,A32,A49,806.0,A61,A73,4.0,A92,A101,4.0,A122,22.0,A143,A152,1.0,A173,1.0,A191,A201,1
A12,48.0,A32,A43,10961.0,A64,A74,1.0,A93,A101,2.0,<nil>,27.0,A143,A152,2.0,A173,1.0,A192,<nil>,2
A11,12.0,A32,A43,709.0,A61,A75,4.0,A93,A101,4.0,A121,57.0,A143,A152,1.0,A173,1.0,A191,A201,2
A11,12.0,A32,A42,1858.0,A61,A72,4.0,A92,A101,1.0,<nil>,22.0,A143,A152,1.0,A173,1.0,A191,<nil>,2
A11,18.0,A32,A43,2389.0,A61,A72,4.0,A92,A101,1.0,A123,27.0,A143,A152,1.0,A173,1.0,A191,A201,1
A11,24.0,A32,A40,1371.0,<nil>,A73,4.0,A92,A101,4.0,A121,25.0,<nil>,A152,1.0,A173,1.0,<nil>,A201,2
A14,39.342776131348025,A32,A40,3380.0,A61,A71,1.0,A91,A101,3.328039657759074,A121,37.0,A143,A152,1.0,A173,2.0,A191,A201,1
A14,24.0,A32,A43,999.0,A61,A75,4.0,A93,A101,2.0,A123,25.0,A143,A152,2.0,A173,1.466863071881949,<nil>,<nil>,1
A14,18.0,A32,A42,1808.0,A61,A74,4.0,A92,A101,1.0,A123,22.0,<nil>,A152,1.0,A173,1.0,A191,A201,2
A14,39.0,A32,A41,13832.801174390845,A61,A75,4.0,A93,A101,2.0,A124,70.13545242701304,A143,A152,1.0,A174,1.0,A191,A201,1
A12,18.0,A34,A42,4439.0,A61,A72,1.0,A94,A101,1.0,A123,67.1221100272547,A143,A152,2.0628080356903977,A173,1.0,A191,A201,1
A12,50.8591429867031,A32,A49,1037.0,A61,A74,3.0,A93,A101,4.0,A121,39.0,A143,A152,1.976140466762139,<nil>,1.4776659659158344,A191,A201,1
A14,10.0,A34,A48,2069.0,A61,A72,3.5848848463262133,A91,A101,2.2360287423760306,A123,26.0,A143,A152,2.0,A174,1.0,A191,A201,1
A11,20.0,A32,A42,2212.0,A61,A74,4.0,A93,A101,4.0,A123,39.0,A143,A152,1.0,A173,1.0,A191,A201,2
A12,45.12667209774148,A32,A43,1082.0,A61,A74,2.4956766527614014,A94,A101,1.944661399310617,A123,27.0,A143,A152,2.0,A171,1.0,<nil>,A201,1
A14,39.17264030606477,A32,A42,2186.0,A61,A74,1.0,<nil>,<nil>,4.0,A121,33.0,A143,A152,1.0,A172,1.0,A192,A201,1
A11,12.0,A34,A41,1526.0,A61,A75,1.3645741239650084,A93,A101,4.0,A122,66.0,A143,A152,2.0,A171,1.0,A191,A201,1
A12,15.0,A32,A45,1308.0,A61,A75,4.0,A93,A101,4.0,A123,38.0,A143,A152,2.0,A173,1.0,A191,A201,2
A12,20.0,A32,A410,2629.0,A61,A75,2.0,<nil>,A101,1.7299599661703429,A123,50.53071398879148,A143,A152,2.0,A173,1.607620355031799,A191,A201,1
A14,36.0,A34,A41,10477.0,<nil>,A75,3.6242927848259976,A93,<nil>,4.0,A123,42.0,A143,A151,2.0,A171,1.0,A192,A201,1
A13,36.0,A32,A43,4210.0,A61,A73,4.0,A93,A101,2.0,<nil>,26.0,A143,A152,1.0,A173,1.0,A191,A201,2
A14,24.0,A33,A49,8648.0,A61,A72,2.0,A93,A101,2.0,A123,27.0,A143,A152,2.0,A173,1.0,A192,A201,2
A12,9.0,A34,A46,1136.0,<nil>,A75,4.0,A93,A101,3.0,A124,32.0,A143,A152,2.0,A173,2.0,A191,A201,2
A14,24.0,A33,A45,2463.0,A61,A73,4.0,A94,A101,3.0,A123,42.10132045257049,A143,A152,2.0,A173,1.7586894649618947,A191,A201,1
A11,6.0,A34,A40,3676.0,<nil>,A73,1.0,A93,A101,3.0,A121,37.0,A143,A152,3.0,A173,2.0,A191,A201,2
A12,14.0,A32,A49,12350.962473832657,A61,A75,1.0,A94,A101,2.0,A122,35.0,<nil>,A152,1.0,A174,1.0,A192,A201,1
A12,31.50117804902145,A31,A49,1449.0,A61,A73,3.883307868579684,A94,<nil>,3.795162396568403,A123,69.7426532249837,A143,A152,3.949947317370645,A172,1.2911189751963792,A192,A201,1
A11,36.0,A32,A41,5493.0,<nil>,A75,2.0,A93,A101,4.0,A122,42.0,A143,A152,1.0,A173,2.0,A191,<nil>,1
A14,24.0,A32,A40,12966.984842985168,A61,A73,3.4817231035911824,A94,A101,1.1686465844244371,<nil>,25.40418768658376,A143,A152,1.0,A173,2.0,A192,A201,1
A11,24.0,A32,A40,2483.0,A61,A71,4.0,A93,A101,2.091502557165527,A121,22.0,A143,A152,1.0,A173,1.805004240571688,A192,A201,1
A14,6.0,A32,A43,1346.0,A61,A75,3.3470933990509035,A93,A101,4.0,A124,42.0,A143,A152,1.0,A173,1.6303484843948597,A191,A201,1
A11,28.0,A32,A40,4006.0,A61,A73,3.0,A93,A101,2.0,A123,45.0,A143,<nil>,1.0,A173,1.0,A191,A201,2
A13,10.0,A32,A49,1275.0,A61,A72,1.0737252821006702,A92,A101,2.0,<nil>,23.0,A143,A152,2.512222462316541,A173,1.84223088343474,A191,A201,1
A12,9.0,A32,A43,1206.0,A61,A75,4.0,A92,A101,4.0,A121,25.0,A143,<nil>,1.0,A173,1.0,A191,A201,2
A11,18.0,A32,A44,1217.0,A61,A73,4.0,<nil>,A101,3.0,<nil>,47.0,A143,A152,1.0,A173,1.0,A191,A201,2
A12,6.0,A32,A42,454.0,A61,A73,3.0,A94,A101,1.0,A123,22.0,A143,A152,1.0,A173,1.884520602631098,A191,A201,1
A14,24.0,A33,A40,2538.0,A61,A75,4.0,A93,A101,4.0,<nil>,47.0,A143,A152,2.0,<nil>,2.0,A191,A201,2
A11,5.58716217515027,A32,A40,571.0,A61,A73,4.0,A93,A101,1.3112512207154554,A121,41.91677542110443,<nil>,A152,3.345946061444447,A173,1.0,A191,A201,1
A13,4.0,A32,A40,1494.0,A61,A72,1.0,A93,A101,2.0,A121,29.0,A143,<nil>,3.5985622576473366,A173,1.4506508846024446,A191,A201,1
A11,42.087720305877625,A34,A44,1138.0,A61,A73,4.0,A93,A101,2.2269989694523726,A124,25.0,A143,A152,2.0,A172,1.0,<nil>,A201,1
A14,9.0,A32,A42,2301.0,<nil>,A72,2.0,<nil>,A101,4.0,<nil>,22.0,<nil>,A152,1.0,A173,1.0,A191,<nil>,2
