Status of existing checking account,Duration,Credit history,Purpose,Credit amount,Savings account/bonds,Present employment since,Installment rate,personal status,Other debtors,Present residence since,Property,Age,Other installment plans,Housing,Number of existing credits,Job,Number of people,Telephone,foreign worker,class
A14,15,A32,A44,874,A65,A72,4,A92,A101,1,A121,24,A143,A152,1,A173,1,A191,A201,1
A13,15,A34,A40,1343,A61,A73,4,A93,A101,4,A121,30,A143,A152,2,A173,1,A191,A201,1
A14,30,A34,A44,1503,A61,A74,2,A93,A101,1,A123,42,A143,A152,2,A172,1,A191,A201,1
A11,24,A32,A40,4817,A61,A74,2,A93,A101,3,A121,31,A143,A152,1,A173,1,A192,A201,1
A11,24,A32,A40,1168,A61,A73,4,A94,A101,3,A123,27,A143,A152,1,A172,1,A191,A201,2
A12,21,A32,A40,3577,A62,A73,4,A94,A101,2,A123,26,A143,A152,1,A173,1,A191,A201,1
A13,24,A32,A41,1424,A61,A73,1,A94,A101,4,A123,22,A143,A152,1,A173,1,A192,A201,1
A12,24,A34,A40,3878,A61,A72,4,A94,A101,2,A123,37,A143,A152,1,A173,1,A192,A201,1
A12,8,A32,A42,907,A61,A72,1,A92,A101,2,A123,26,A143,A152,1,A173,1,A192,A201,1
A11,24,A32,A40,13511,A61,A74,2,A93,A101,3,A123,32,A143,A152,2,A173,1,A191,A201,1
A12,48,A32,A410,5381,A61,A73,1,A94,A101,4,A123,30,A143,A152,1,A173,1,A192,A201,1
A14,24,A34,A42,1098,A61,A73,4,A92,A101,4,A123,23,A143,A152,2,A171,1,A191,A201,2
A11,24,A34,A42,2246,A61,A75,1,A93,A101,3,A123,60,A143,A152,2,A173,1,A191,A201,1
A12,34,A32,A43,12987,A61,A73,4,A92,A101,3,A124,24,A143,A152,2,A172,1,A191,A201,1
A14,24,A34,A40,6761,A61,A75,2,A94,A101,1,A121,45,A142,A152,1,A173,1,A191,A201,1
A14,12,A34,A46,1244,A61,A75,2,A94,A101,4,A123,42,A143,A152,2,A172,1,A191,A201,1
A11,14,A32,A40,8978,A61,A75,4,A94,A101,4,A123,35,A143,A152,1,A174,1,A192,A201,1
A14,24,A34,A41,4042,A61,A75,1,A93,A101,4,A123,43,A143,A152,1,A173,1,A191,A201,1
A12,30,A34,A41,5280,A61,A73,1,A93,A101,4,A123,44,A143,A152,1,A173,1,A191,A201,1
A14,36,A34,A41,5711,A65,A75,4,A93,A101,2,A123,38,A143,A152,2,A174,1,A192,A201,1
A12,24,A32,A41,2390,A61,A75,4,A93,A101,3,A123,30,A143,A152,1,A173,1,A192,A201,2
A13,12,A32,A40,672,A61,A73,1,A93,A101,4,A122,30,A143,A152,1,A173,1,A191,A201,1
A12,24,A32,A40,1201,A61,A72,4,A93,A101,4,A121,26,A143,A152,1,A173,1,A191,A201,2
A14,12,A33,A42,2301,A61,A73,2,A93,A101,4,A123,22,A143,A151,1,A174,1,A191,A201,1
A12,24,A32,A41,2779,A61,A72,2,A94,A101,2,A123,21,A143,A152,1,A173,1,A192,A201,1
A11,15,A34,A42,1872,A61,A73,4,A93,A101,4,A123,35,A143,A152,1,A173,1,A191,A201,2
A12,24,A32,A42,1922,A61,A73,4,A93,A101,2,A123,37,A143,A152,1,A172,1,A191,A201,1
A13,24,A32,A45,1480,A61,A73,2,A93,A101,4,A122,42,A143,A152,2,A173,1,A191,A201,1
A14,24,A34,A45,5507,A61,A75,2,A93,A101,4,A122,44,A143,A152,2,A173,1,A191,A201,2
A12,51,A34,A44,1537,A65,A72,4,A92,A101,4,A122,24,A143,A152,2,A173,1,A192,A201,1
A11,24,A32,A43,674,A65,A74,4,A94,A101,4,A123,20,A143,A152,1,A173,1,A191,A201,1
A11,21,A34,A40,12508,A61,A74,2,A93,A101,4,A122,30,A143,A153,1,A173,1,A191,A201,1
A12,12,A32,A44,1158,A62,A73,4,A94,A101,1,A123,26,A143,A152,1,A173,1,A191,A201,1
A12,42,A32,A49,2622,A62,A73,4,A93,A101,4,A123,34,A143,A152,1,A174,1,A191,A201,1
A12,60,A33,A43,9157,A61,A73,2,A93,A101,2,A123,27,A143,A152,1,A174,1,A191,A201,2
A11,24,A32,A42,3345,A61,A75,4,A93,A101,2,A123,39,A143,A152,1,A174,1,A192,A201,1
A14,24,A32,A49,11192,A61,A72,2,A93,A101,4,A121,37,A143,A152,2,A172,1,A191,A201,1
A14,24,A32,A42,1123,A61,A73,4,A92,A101,4,A123,25,A143,A152,1,A172,1,A191,A201,1
A14,15,A34,A42,2221,A65,A73,2,A92,A101,4,A123,57,A143,A151,2,A173,1,A191,A201,1
A12,24,A32,A45,7409,A61,A75,4,A94,A101,2,A123,37,A143,A152,2,A172,1,A191,A201,1
A12,27,A32,A42,5190,A61,A75,4,A92,A101,4,A122,23,A143,A152,2,A173,1,A192,A201,1
A11,24,A34,A42,13640,A61,A73,2,A92,A101,3,A123,30,A143,A152,2,A173,1,A192,A201,1
A11,24,A34,A41,10979,A65,A75,4,A93,A101,4,A122,30,A143,A152,2,A173,1,A192,A201,1
A14,24,A34,A42,3331,A61,A75,2,A92,A101,4,A123,42,A143,A152,1,A173,1,A191,A201,2
A14,20,A34,A40,3485,A62,A73,4,A94,A101,4,A123,30,A143,A152,2,A173,1,A192,A201,1
A11,10,A34,A42,2132,A61,A72,4,A92,A101,3,A123,27,A143,A151,2,A173,1,A191,A201,1
A11,24,A32,A43,1498,A61,A73,4,A92,A101,4,A123,23,A143,A152,1,A173,1,A191,A201,1
A11,36,A34,A40,2625,A61,A75,2,A93,A101,4,A123,43,A143,A152,1,A173,1,A192,A201,1
A14,10,A32,A41,13774,A65,A73,1,A92,A101,2,A123,22,A142,A151,2,A172,1,A191,A201,1
A14,12,A34,A42,1924,A61,A72,2,A92,A101,3,A123,27,A143,A152,1,A173,1,A191,A201,2
A14,18,A34,A42,1817,A61,A73,2,A92,A101,2,A123,28,A143,A152,2,A173,1,A191,A201,1
A13,24,A33,A40,2247,A61,A73,2,A93,A101,2,A123,30,A143,A152,2,A173,1,A192,A201,1
A12,35,A32,A43,1126,A61,A72,2,A92,A101,4,A123,21,A143,A152,1,A173,1,A191,A201,1
A13,30,A34,A43,1237,A65,A73,4,A94,A101,3,A123,44,A143,A152,2,A173,1,A191,A201,1
A11,12,A34,A40,731,A61,A75,4,A93,A101,4,A123,47,A143,A152,2,A172,1,A191,A201,1
A14,30,A32,A42,2515,A65,A74,2,A92,A101,4,A123,43,A143,A152,1,A173,1,A192,A201,1
A11,60,A34,A49,8471,A65,A73,4,A94,A101,2,A121,33,A143,A152,1,A173,1,A192,A201,1
A14,15,A32,A41,3029,A61,A74,2,A93,A101,2,A123,33,A143,A152,1,A173,1,A191,A201,1
