Status of existing checking account,Duration,Credit history,Purpose,Credit amount,Savings account/bonds,Present employment since,Installment rate,personal status,Other debtors,Present residence since,Property,Age,Other installment plans,Housing,Number of existing credits,Job,Number of people,Telephone,foreign worker,class
A11,12.0,A32,A40,11540.459492324744,A63,A74,1.0,A93,A103,3.0,A124,31.0,A142,A152,1.0,A173,2.0,A191,A202,1
A14,10.0,A32,A46,15000.256746337394,A63,A73,1.2768229667104838,A93,A103,1.750359650944762,A121,25.238545666969795,A142,A153,1.0,A173,1.0,A191,A201,1
A14,30.0,A32,A43,2333.0,A63,A75,2.240525539124781,A92,A103,3.9880727061298438,A123,30.0,A143,A152,1.0,A174,1.0,A192,A201,1
A11,55.721634357498814,A34,A49,1382.0,A64,A73,1.7951183790459588,A92,A101,3.7892447278075267,A121,26.0,A141,A152,1.3937489630280167,A171,1.9815607619913242,A192,A201,1
A11,12.0,A32,A43,701.0,A61,A73,4.0,A94,A101,2.0,A121,40.0,A143,A152,1.0,A173,1.9564879032290432,A191,A201,1
A13,47.93039657326343,A34,A44,4473.0,A61,A75,1.6872223363052674,A92,A101,2.0,A121,31.0,A143,A152,3.2790359203280404,A171,1.0,A192,A201,1
A13,18.0,A32,A42,2864.0,A61,A73,2.0,A93,A101,1.0,A121,34.0,A143,A152,1.0,A172,2.0,A191,A201,2
A14,24.0,A34,A43,2223.0,A62,A75,4.0,A93,A103,2.7471701795571737,A122,72.32858151604117,A141,A152,3.4791214367087693,A172,1.3893712965590583,A191,A202,1
A14,53.25130904419513,A32,A46,1532.0,A62,A71,4.0,A94,A101,3.0,A121,31.0,A142,A152,1.0,A173,1.6796789415744933,A192,A201,1
A14,32.76696101954384,A34,A40,1101.0,A63,A73,3.0,A94,A101,2.0,A121,27.0,A141,A152,2.0,A172,1.8229923286967786,A191,A202,1
A12,15.0,A32,A43,802.0,A61,A75,4.0,A93,A101,3.0,A123,37.0,A143,A152,1.0,A173,2.0,A191,A201,2
A14,24.0,A32,A43,1311.0,A62,A74,4.0,A94,A102,1.0243927768146368,A122,26.0,A142,A152,1.0,A174,1.0,A192,A202,1
A14,36.0,A34,A40,7855.0,A61,A73,4.0,A92,A101,2.0,A121,25.0,A142,A152,2.0,A173,1.0,A192,A201,2
A14,24.0,A34,A40,1287.0,A62,A75,4.0,A92,A101,4.0,A123,37.0,A143,A153,2.0,A173,1.4071543787646523,A192,A202,1
A12,12.0,A33,A40,3124.0,A63,A72,1.0,A93,A101,3.0,A121,49.0,A141,A152,3.5830886710236554,A172,1.4447708335665772,A191,A201,1
A11,24.0,A32,A42,2359.0,A62,A71,1.0,A91,A101,1.0,A122,33.0,A143,A152,1.0,A173,1.0,A191,A201,2
A14,24.0,A31,A40,3972.0,A65,A73,3.69942358177353,A92,A101,1.221884452461427,A122,39.262329949395486,A143,A151,1.0,A171,1.0,A191,A202,1
A12,18.0,A34,A49,1887.0,A65,A73,4.0,A94,A101,4.0,A121,28.0,A141,A152,2.0,A173,1.0,A191,A201,1
A12,10.0,A32,A42,1521.0,A61,A73,4.0,A91,A101,2.0,A123,31.0,A143,A152,1.0,A172,1.0,A191,A201,1
A12,48.0,A32,A40,6560.0,A62,A74,3.0,A93,A101,2.0,A122,24.0,A143,A152,1.0,A173,1.0,A191,A201,2
A14,12.0,A33,A45,10235.427786194745,A61,A73,2.8019861292453263,A93,A102,3.4760739188950236,A121,28.0,A141,A152,2.192852837705565,A174,1.4904880457796095,A191,A202,1
A12,9.0,A32,A410,416.1803810870905,A63,A73,1.0,A93,A101,2.0,A123,33.0,A141,A153,1.0,A173,1.0,A191,A202,1
A11,58.432740865802664,A34,A40,731.0,A63,A75,4.0,A93,A101,1.8690140838567046,A123,47.0,A142,A152,2.0,A171,1.7276570292722628,A191,A201,1
A12,8.0,A32,A43,13017.39990159842,A63,A73,4.0,A93,A103,3.607515580700309,A123,33.0,A143,A152,3.715820891048466,A173,1.0,A191,A202,1
A14,43.95363611399186,A34,A43,1459.0,A63,A73,4.0,A93,A102,3.378175225201616,A123,43.0,A143,A152,1.0,A174,1.9831386940396172,A191,A201,1
A14,9.0,A30,A410,6117.159138151809,A63,A71,4.0,A91,A103,4.0,A123,48.0,A141,A152,1.4614083971218625,A173,1.0,A192,A201,1
A11,55.225145544496215,A32,A42,2659.0,A64,A73,1.9761544781370497,A94,A101,3.9222087478262635,A122,28.0,A141,A151,1.0,A174,1.0,A191,A202,1
A12,12.0,A32,A40,1295.0,A61,A72,3.0,A92,A101,1.0,A123,25.0,A143,A151,1.0,A173,1.0,A191,A201,2
A14,18.0,A34,A40,1530.0,A61,A73,3.0,A93,A101,2.0,A122,32.0,A141,A152,2.0,A173,1.0,A191,A201,2
A12,18.0,A32,A49,2622.0,A62,A73,4.0,A93,A101,4.0,A123,34.0,A143,A152,1.0,A173,1.0,A191,A201,2
A14,18.0,A32,A45,1943.0,A61,A72,4.0,A92,A101,4.0,A121,23.0,A143,A152,1.0,A173,1.0,A191,A201,2
A14,12.0,A34,A45,15194.690319274257,A61,A74,3.451887146408576,A93,A101,4.0,A122,63.0,A143,A152,1.230906859540711,A172,1.0,A192,A202,1
A11,18.0,A34,A42,1049.0,A61,A72,4.0,A92,A101,4.0,A122,21.0,A143,A151,1.0,A173,1.0,A191,A201,1
A14,27.0,A33,A49,5117.0,A61,A71,3.0,A93,A101,2.416311518492941,A121,26.0,A143,A152,2.0,A173,1.0,A192,A202,1
A11,12.0,A32,A40,1168.0,A61,A73,4.0,A94,A101,3.0,A121,27.0,A143,A152,1.0,A172,1.0,A191,A201,1
A14,21.0,A34,A40,12680.0,A65,A75,4.0,A93,A101,4.0,A124,30.0,A143,A153,1.0,A174,1.0,A192,A201,2
A14,55.795698212144735,A34,A43,2743.0,A63,A75,4.0,A93,A101,2.0,A123,64.35832289813985,A141,A152,2.0,A171,1.6251186037138354,A192,A202,1
A11,18.0,A32,A40,4380.0,A62,A73,3.0,A93,A101,4.0,A123,35.0,A143,A152,1.0,A172,2.0,A192,A201,1
A14,21.0,A33,A49,2580.0,A63,A72,4.0,A93,A101,2.0,A121,41.0,A141,A152,1.0,A172,2.0,A191,A201,2
A12,15.0,A31,A40,1264.0,A62,A73,2.0,A94,A101,2.0,A122,25.0,A143,A151,1.0,A173,1.0,A191,A201,2
A11,24.0,A34,A43,1231.0,A64,A75,4.0,A92,A101,4.0,A122,57.0,A143,A151,2.0,A174,1.0,A192,A201,2
A11,18.0,A32,A43,3190.0,A61,A73,2.0,A92,A101,2.0,A121,24.0,A143,A152,1.0,A173,1.0,A191,A201,2
A11,6.0,A32,A40,1374.0,A65,A71,4.0,A92,A101,3.0,A122,75.0,A143,A152,1.0,A174,1.0,A192,A201,2
A11,24.0,A32,A42,4020.0,A61,A73,2.0,A93,A101,2.0,A123,27.0,A142,A152,1.0,A173,1.0,A191,A201,1
A11,30.0,A30,A49,8072.0,A65,A72,2.0,A93,A101,3.0,A123,25.0,A141,A152,3.0,A173,1.0,A191,A201,1
A14,9.0,A31,A42,1313.0,A64,A73,1.0,A93,A101,4.0,A121,40.034653567386236,A143,A152,1.0,A174,1.9474116678995865,A191,A202,1
A11,12.0,A31,A48,339.0,A61,A75,4.0,A91,A102,3.02420055823067,A122,45.0,A141,A152,1.0,A173,1.0,A191,A202,1
A12,15.0,A32,A45,1308.0,A61,A75,4.0,A93,A101,4.0,A123,38.0,A143,A152,2.0,A172,1.0,A191,A201,2
A11,12.0,A32,A42,2578.0,A61,A71,3.0,A92,A101,4.0,A124,55.0,A143,A153,1.0,A174,1.0,A191,A201,1
A11,33.0,A34,A42,4281.0,A63,A73,1.0,A92,A101,4.0,A123,23.0,A143,A152,2.0,A173,1.0,A191,A201,2
A12,24.0,A32,A41,2760.0,A65,A75,4.0,A93,A101,4.0,A124,36.0,A141,A153,1.0,A173,1.0,A192,A201,2
A11,18.0,A31,A43,1940.0,A61,A72,3.0,A93,A102,4.0,A124,36.0,A141,A153,1.0,A174,1.0,A192,A201,1
A11,12.0,A32,A43,1498.0,A61,A73,4.0,A92,A101,1.0,A123,23.0,A141,A152,1.0,A173,1.0,A191,A201,2
A11,36.0,A32,A41,5493.0,A61,A75,2.0,A93,A101,4.0,A124,42.0,A143,A153,1.0,A173,2.0,A191,A201,2
A14,15.0,A32,A43,1213.0,A65,A71,4.0,A93,A101,3.0,A122,47.0,A142,A152,1.0,A173,1.0,A191,A202,1
A14,42.0,A32,A43,7166.0,A65,A74,3.4513211810042628,A91,A103,4.0,A122,29.0,A143,A151,2.559107196427806,A173,1.0,A192,A202,1
A14,24.0,A32,A41,2670.0,A62,A75,4.0,A93,A101,4.0,A123,72.6939452778773,A141,A152,3.0070147393407582,A174,1.0,A191,A201,1
A14,6.0,A33,A49,1743.0,A62,A73,1.0,A93,A103,2.0,A122,45.31435067931677,A142,A152,2.0,A172,1.7287938245180807,A191,A202,1
A11,10.0,A32,A45,2315.0,A61,A71,1.5004388825626405,A93,A101,2.5394241149390635,A124,52.0,A142,A152,3.2752185540584295,A172,1.0,A192,A201,1
A14,24.0,A31,A40,1469.0,A63,A73,2.3654786913281507,A91,A101,1.3874269383823028,A121,64.70858382883041,A143,A153,1.0,A172,1.4126990763499248,A192,A201,1
A13,12.0,A32,A43,3016.0,A61,A73,3.0,A94,A101,1.0,A123,24.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,38.55674095681245,A33,A41,12576.781809317552,A64,A73,2.0,A93,A101,2.0,A123,27.0,A143,A152,3.374139550721647,A173,1.0,A191,A201,1
A14,12.0,A30,A49,3059.0,A65,A75,3.926175235229141,A93,A101,4.0,A123,73.97529223609828,A143,A152,2.0686028320102263,A172,1.0,A192,A201,1
A14,18.0,A34,A40,1055.0,A63,A72,4.0,A94,A101,1.0,A122,48.677802231614635,A142,A152,1.4227474048400568,A173,1.430855210204948,A191,A202,1
A14,51.40504585620511,A32,A43,930.0,A65,A75,4.0,A94,A101,4.0,A121,28.824848976937364,A143,A152,4.0,A173,1.0,A191,A202,1
A14,24.0,A34,A41,6842.0,A65,A73,2.0,A93,A102,1.936105762422942,A122,46.0,A143,A152,2.0,A174,2.0,A192,A202,1
A11,9.0,A34,A43,1138.0,A61,A73,4.0,A93,A101,4.0,A121,25.0,A143,A152,2.0,A172,1.0,A191,A201,2
A14,15.0,A34,A42,3343.0,A61,A73,4.0,A93,A101,2.0,A124,28.0,A143,A153,1.0,A173,1.0,A192,A201,2
A12,9.0,A32,A43,790.0,A63,A71,4.0,A92,A103,1.5644510172921304,A121,66.0,A143,A153,3.8423897155154134,A172,1.0,A192,A201,1
A14,18.0,A34,A45,1169.0,A62,A73,2.7200110071983055,A94,A101,3.0,A121,29.0,A143,A152,2.0,A173,1.7027596986413396,A191,A202,1
A13,10.0,A34,A43,1347.0,A65,A74,4.0,A93,A101,3.9099368827916963,A122,27.0,A141,A151,2.7588894330283376,A171,1.5271571206118466,A192,A202,1
A12,24.0,A32,A42,3069.0,A62,A75,4.0,A93,A101,4.0,A124,30.0,A143,A153,1.0,A173,1.0,A191,A201,1
A11,34.931788419774584,A30,A42,2212.0,A65,A72,2.2247010277419816,A93,A101,2.1271270962552657,A123,39.0,A143,A152,1.0,A173,1.0,A191,A202,1
A12,6.233439246373582,A31,A40,8433.560088209964,A61,A74,3.36872542415062,A92,A101,1.7346091373228076,A121,40.0,A143,A153,1.0,A174,1.0,A191,A202,1
A14,9.0,A34,A43,12115.64205785742,A63,A73,3.0659741119529427,A93,A102,3.8284284422254053,A123,33.0,A143,A153,2.0,A174,1.2881507653231146,A192,A202,1
A11,30.0,A32,A42,3622.0,A64,A75,4.0,A92,A101,4.0,A122,57.0,A143,A151,2.0,A173,1.0,A192,A201,1
A12,24.0,A32,A42,3069.0,A62,A75,4.0,A93,A101,4.0,A124,30.0,A143,A153,1.0,A173,1.0,A191,A201,2
A11,46.851975007531436,A30,A43,10466.291617075676,A61,A73,1.7664635434309985,A92,A101,3.0,A122,58.317470672479246,A141,A153,2.535699824973992,A172,1.6963065370085848,A191,A202,1
A12,24.0,A34,A43,1743.0,A61,A72,1.750622581809036,A94,A101,2.0,A123,48.0,A141,A152,1.2195675199963079,A171,1.0,A191,A202,1
A13,12.0,A30,A43,9922.050221435926,A64,A73,3.835973278163164,A92,A101,2.0,A122,22.94908092354402,A142,A151,3.8866800353172737,A171,1.428289208753148,A192,A201,1
A14,12.0,A34,A43,717.0,A63,A75,1.6113046840639627,A93,A101,4.0,A123,32.14076154901891,A142,A153,3.0,A172,1.3961391032929358,A191,A202,1
A11,9.0,A32,A40,654.0,A61,A73,4.0,A93,A101,3.0,A123,28.0,A143,A152,1.0,A172,1.0,A191,A201,2
A12,48.0,A30,A40,8358.0,A63,A72,1.0,A92,A101,1.0,A123,30.0,A143,A152,2.0,A173,1.0,A191,A201,1
A11,12.0,A32,A48,902.0,A61,A74,4.0,A94,A101,4.0,A122,21.0,A143,A151,1.0,A173,1.0,A191,A201,2
A11,18.0,A34,A40,5302.0,A61,A75,2.0,A93,A101,4.0,A124,36.0,A143,A153,3.0,A174,1.0,A192,A201,1
A13,12.0,A31,A49,609.0,A61,A72,4.0,A92,A101,1.0,A121,26.0,A143,A152,1.0,A171,1.0,A191,A201,2
A11,12.0,A32,A40,13254.200038748122,A61,A73,4.0,A92,A101,1.3521154097179828,A123,48.6701583408758,A143,A152,1.0,A171,1.0,A191,A202,1
A14,54.61852136351868,A31,A40,8685.088215198859,A64,A71,4.0,A93,A101,4.0,A122,36.0,A142,A152,1.0,A173,1.8844710116712053,A191,A201,1
A12,9.0,A32,A42,959.0,A61,A73,1.0,A92,A101,2.0,A123,29.0,A143,A152,1.0,A173,1.0,A191,A202,2
A14,48.0,A30,A45,7629.0,A65,A75,2.188457673402202,A91,A101,2.0,A123,46.0,A141,A152,2.0,A171,2.0,A191,A201,1
A14,58.67805469063616,A34,A45,4042.0,A65,A73,1.6161105499825696,A93,A101,4.0,A121,68.66479321330242,A143,A152,2.7922650468622634,A173,1.743122451228233,A192,A202,1
A14,32.597803891015076,A30,A43,10576.563646911365,A61,A71,2.0,A94,A101,1.8616842135084068,A121,72.94267265194382,A143,A151,2.0,A172,1.0,A192,A202,1
A12,36.0,A32,A43,10542.784625517073,A61,A74,4.0,A93,A101,4.0,A123,40.81822142955386,A143,A152,2.073368865366964,A174,1.0,A191,A201,1
A14,21.0,A33,A41,2993.0,A61,A73,3.0,A93,A101,2.0,A121,28.0,A142,A152,2.0,A172,1.0,A191,A201,1
A11,24.0,A34,A41,6419.0,A61,A75,2.0,A92,A101,4.0,A124,44.0,A143,A153,2.0,A174,2.0,A192,A201,1
A12,44.761736615392735,A32,A44,2896.0,A62,A72,2.0,A91,A101,1.0,A121,29.0,A143,A152,3.2283462247573027,A173,1.0,A191,A202,1
A11,42.0,A34,A45,3394.0,A61,A71,4.0,A93,A102,4.0,A123,65.0,A143,A152,2.0,A171,1.0,A191,A201,1
A11,6.0,A34,A43,1957.0,A61,A73,1.0,A92,A101,1.9607472199388156,A123,31.0,A141,A152,1.0,A173,1.4858479758870584,A191,A201,1
A11,6.0,A32,A49,11238.149936196913,A65,A71,2.0290359295284155,A93,A101,3.0,A121,75.0,A143,A152,1.0,A171,1.0,A191,A202,1
A14,15.0,A32,A41,8793.16993884679,A62,A72,2.810882853938714,A92,A102,1.675095505991187,A123,23.0,A141,A152,3.990996853346898,A172,1.4250275887226145,A192,A201,1
A13,44.035204202673306,A34,A43,3017.0,A61,A75,4.0,A93,A101,4.0,A122,47.0,A141,A152,2.8833764907634984,A173,1.4623996497187748,A192,A201,1
A12,34.40525789880006,A34,A42,3854.4514933153046,A64,A71,1.0,A92,A101,4.0,A124,66.25313575149988,A143,A151,3.7515663745004852,A171,1.0,A191,A201,1
A12,12.0,A32,A40,685.0,A61,A74,2.0,A94,A101,3.0,A123,25.0,A141,A152,1.0,A172,1.0,A191,A201,2
A12,6.0,A31,A46,433.0,A64,A72,4.0,A92,A101,2.0,A122,24.0,A141,A151,1.0,A173,2.0,A191,A201,2
A11,12.0,A32,A42,1858.0,A61,A72,4.0,A92,A101,1.0,A123,22.0,A143,A151,1.0,A173,1.0,A191,A201,2
A13,6.0,A34,A45,1299.0,A61,A71,1.0,A94,A101,3.3481641448897244,A122,74.0,A143,A152,3.0,A174,2.0,A191,A201,1
A14,24.0,A32,A43,1413.0,A61,A73,4.0,A94,A101,2.0,A122,28.0,A143,A152,1.0,A173,1.0,A191,A201,1
A12,12.0,A30,A43,1155.0,A62,A75,1.5254088295966635,A94,A103,3.0,A121,40.0,A143,A152,2.0,A172,1.0,A192,A201,1
A14,9.0,A32,A46,3832.0,A61,A75,1.0,A92,A101,4.0,A121,50.61269221477749,A142,A152,1.0,A172,1.4621206442541634,A191,A202,1
A14,18.0,A32,A40,6761.0,A65,A73,2.0,A93,A101,4.0,A123,68.0,A143,A151,2.0,A173,1.0,A191,A201,2
A14,10.0,A32,A41,2848.0,A62,A74,1.0,A91,A103,2.0,A121,32.0,A143,A151,1.0,A173,2.0,A191,A201,1
A14,6.0,A32,A46,1538.0,A61,A72,1.0,A92,A101,2.0,A124,56.0,A143,A152,1.0,A173,1.0,A191,A201,1
A12,48.0,A33,A49,6681.0,A65,A73,4.0,A93,A101,4.0,A124,38.0,A143,A153,1.0,A173,2.0,A192,A201,2
A14,52.53857086170452,A30,A44,13328.67388458004,A63,A75,1.0,A92,A102,2.0553496099317288,A123,71.02632938890173,A143,A152,1.0,A173,1.936238159888358,A191,A202,1
A11,36.0,A32,A42,11554.425482460678,A61,A73,2.6963053838899906,A93,A103,2.0,A122,37.0,A143,A152,1.0,A171,1.5140772729087866,A191,A201,1
A11,24.0,A31,A42,6872.0,A61,A72,2.0,A91,A101,1.0,A122,55.0,A141,A152,1.0,A173,1.0,A192,A201,2
A14,48.0,A34,A45,8858.0,A62,A74,2.0,A91,A101,1.0,A124,72.25744308203399,A141,A153,3.4816729180776895,A173,1.0,A191,A202,1
A14,48.0,A34,A41,2751.0,A64,A75,1.583524438779234,A93,A103,3.0,A121,38.0,A143,A151,3.61032436328181,A174,1.1115787238682637,A192,A201,1
A14,36.85678922610847,A32,A49,1572.0,A62,A75,4.0,A92,A101,4.0,A122,36.0,A143,A152,1.0,A172,1.0,A191,A201,1
A14,9.0,A31,A40,2507.0,A63,A75,2.0,A93,A101,4.0,A122,51.0,A142,A151,1.0,A172,1.0,A191,A201,1
A14,36.0,A34,A40,6614.0,A61,A75,4.0,A93,A101,4.0,A123,34.0,A143,A152,2.0,A174,1.0,A192,A201,2
A14,21.0,A33,A40,2782.0,A64,A75,3.5954626950949,A92,A103,2.0,A123,31.0,A143,A152,3.823367299670515,A174,1.0,A191,A201,1
A14,12.0,A34,A42,3331.0,A61,A75,2.0,A93,A101,1.089659146325993,A122,42.0,A141,A152,1.0,A173,1.0,A191,A201,1
A14,36.0,A33,A43,4463.0,A61,A73,4.0,A93,A101,2.0,A123,26.0,A143,A152,2.0,A174,1.0,A192,A201,2
A11,21.0,A32,A43,3357.0,A64,A72,4.0,A92,A101,2.0,A123,29.0,A141,A152,1.0,A173,1.0,A191,A201,1
A11,24.0,A32,A43,1987.0,A61,A73,2.0,A93,A101,4.0,A121,21.0,A143,A151,1.0,A172,2.0,A191,A201,2
A11,24.0,A32,A42,3021.0,A61,A73,2.0,A91,A101,2.0,A121,24.0,A143,A151,1.0,A172,1.0,A191,A201,1
A11,15.0,A32,A49,806.0,A61,A73,4.0,A92,A101,4.0,A122,22.0,A143,A152,1.0,A172,1.0,A191,A201,1
A12,48.0,A32,A43,10961.0,A64,A74,1.0,A93,A102,2.0,A124,27.0,A141,A152,2.0,A173,1.0,A192,A201,2
A11,12.0,A32,A43,709.0,A61,A75,4.0,A93,A101,4.0,A121,57.0,A142,A152,1.0,A172,1.0,A191,A201,2
A11,12.0,A32,A42,1858.0,A61,A72,4.0,A92,A101,1.0,A123,22.0,A143,A151,1.0,A173,1.0,A191,A201,2
A11,18.0,A32,A43,2389.0,A61,A72,4.0,A92,A101,1.0,A123,27.0,A142,A152,1.0,A173,1.0,A191,A201,1
A11,24.0,A32,A40,1371.0,A65,A73,4.0,A92,A101,4.0,A121,25.0,A143,A151,1.0,A173,1.0,A191,A201,2
A14,39.342776131348025,A31,A40,3380.0,A61,A71,1.0,A91,A102,3.328039657759074,A121,37.0,A142,A153,1.0,A173,2.0,A191,A202,1
A14,24.0,A32,A43,999.0,A65,A75,4.0,A93,A102,2.0,A123,25.0,A143,A152,2.0,A173,1.466863071881949,A192,A202,1
A14,18.0,A33,A42,1808.0,A61,A74,4.0,A92,A101,1.0,A121,22.0,A143,A152,1.0,A173,1.0,A191,A201,2
A14,39.0,A32,A41,13832.801174390843,A61,A75,4.0,A91,A103,2.0,A124,70.13545242701304,A142,A153,1.0,A174,1.0,A191,A201,1
A12,18.0,A34,A42,4439.0,A63,A72,1.0,A94,A102,1.0,A121,67.1221100272547,A142,A152,2.0628080356903977,A174,1.0,A191,A201,1
A12,50.8591429867031,A30,A49,1037.0,A63,A74,3.0,A93,A102,4.0,A121,39.0,A143,A152,1.976140466762139,A172,1.4776659659158344,A192,A201,1
A14,10.0,A34,A48,2069.0,A62,A72,3.5848848463262133,A91,A101,2.2360287423760306,A123,26.0,A143,A152,2.0,A174,1.0,A191,A202,1
A11,20.0,A32,A42,2212.0,A65,A74,4.0,A93,A101,4.0,A123,39.0,A143,A152,1.0,A173,1.0,A192,A201,2
A12,45.126672097741476,A32,A43,1082.0,A61,A74,2.4956766527614014,A94,A101,1.944661399310617,A124,27.0,A141,A151,2.0,A171,1.0,A191,A201,1
A14,39.172640306064764,A31,A42,2186.0,A63,A74,1.0,A92,A101,4.0,A121,33.0,A141,A152,1.0,A172,1.0,A192,A201,1
A11,12.0,A34,A41,1526.0,A62,A75,1.3645741239650084,A93,A101,4.0,A122,66.0,A143,A153,2.0,A171,1.0,A191,A202,1
A12,15.0,A32,A45,1308.0,A61,A75,4.0,A93,A101,4.0,A123,38.0,A143,A152,2.0,A172,1.0,A191,A201,2
A12,20.0,A34,A410,2629.0,A65,A75,2.0,A93,A101,1.7299599661703429,A123,50.530713988791476,A141,A152,2.0,A174,1.6076203550317987,A191,A201,1
A14,36.0,A34,A41,10477.0,A64,A75,3.6242927848259976,A93,A101,4.0,A121,42.0,A141,A151,2.0,A171,1.0,A192,A201,1
A13,36.0,A32,A43,4210.0,A61,A73,4.0,A93,A101,2.0,A123,26.0,A143,A152,1.0,A173,1.0,A191,A201,2
A14,24.0,A33,A49,8648.0,A61,A72,2.0,A93,A101,2.0,A123,27.0,A141,A152,2.0,A173,1.0,A192,A201,2
A12,9.0,A34,A46,1136.0,A64,A75,4.0,A93,A101,3.0,A124,32.0,A143,A153,2.0,A173,2.0,A191,A201,2
A14,24.0,A33,A45,2463.0,A62,A73,4.0,A94,A102,3.0,A122,42.10132045257049,A143,A152,2.0,A172,1.7586894649618947,A191,A201,1
A11,6.0,A34,A40,3676.0,A61,A73,1.0,A93,A101,3.0,A121,37.0,A143,A151,3.0,A173,2.0,A191,A201,2
A12,14.0,A32,A49,12350.962473832655,A63,A75,1.0,A94,A101,2.0,A122,35.0,A143,A152,1.0,A174,1.0,A192,A201,1
A12,31.501178049021455,A31,A49,1449.0,A62,A73,3.883307868579684,A94,A103,3.795162396568403,A123,69.7426532249837,A141,A152,3.949947317370645,A172,1.2911189751963792,A192,A201,1
A11,36.0,A32,A41,5493.0,A61,A75,2.0,A93,A101,4.0,A124,42.0,A143,A153,1.0,A173,2.0,A191,A201,1
A14,24.0,A33,A40,12966.984842985168,A61,A73,3.4817231035911824,A94,A101,1.1686465844244371,A124,25.404187686583754,A143,A152,1.0,A172,2.0,A192,A202,1
A11,24.0,A31,A40,2483.0,A63,A71,4.0,A93,A101,2.091502557165527,A121,22.0,A142,A152,1.0,A173,1.8050042405716882,A192,A201,1
A14,6.0,A32,A43,1346.0,A64,A75,3.3470933990509035,A93,A103,4.0,A124,42.0,A141,A152,1.0,A174,1.6303484843948595,A192,A201,1
A11,28.0,A32,A40,4006.0,A61,A73,3.0,A93,A101,2.0,A123,45.0,A143,A152,1.0,A172,1.0,A191,A201,2
A13,10.0,A32,A49,1275.0,A64,A72,1.0737252821006702,A92,A101,2.0,A121,23.0,A143,A153,2.512222462316541,A173,1.8422308834347394,A191,A201,1
A12,9.0,A32,A43,1206.0,A61,A75,4.0,A92,A101,4.0,A121,25.0,A143,A152,1.0,A173,1.0,A191,A201,2
A11,18.0,A32,A44,1217.0,A61,A73,4.0,A94,A101,3.0,A121,47.0,A143,A152,1.0,A172,1.0,A192,A201,2
A12,6.0,A32,A42,454.0,A61,A73,3.0,A94,A101,1.0,A122,22.0,A143,A152,1.0,A172,1.884520602631098,A191,A201,1
A14,24.0,A33,A40,2538.0,A61,A75,4.0,A93,A101,4.0,A123,47.0,A143,A152,2.0,A172,2.0,A191,A201,2
A11,5.58716217515027,A30,A40,571.0,A65,A73,4.0,A93,A101,1.3112512207154554,A121,41.91677542110443,A143,A153,3.345946061444447,A173,1.0,A191,A201,1
A13,4.0,A32,A40,1494.0,A61,A72,1.0,A93,A101,2.0,A121,29.0,A143,A151,3.5985622576473366,A172,1.4506508846024446,A192,A202,1
A11,42.087720305877625,A34,A44,1138.0,A61,A73,4.0,A93,A101,2.2269989694523726,A124,25.0,A142,A152,2.0,A172,1.0,A192,A201,1
A14,9.0,A32,A42,2301.0,A62,A72,2.0,A92,A101,4.0,A122,22.0,A143,A151,1.0,A173,1.0,A191,A201,2
A12,12.0,A32,A40,1318.0,A64,A75,4.0,A93,A101,4.0,A121,54.0,A143,A152,1.0,A173,1.0,A192,A201,1
A11,36.0,A32,A41,8229.0,A61,A73,2.0,A93,A101,2.0,A122,26.0,A143,A152,1.0,A173,2.0,A191,A201,2
A14,49.3049816915655,A32,A41,3378.0,A65,A73,3.7348112455726357,A91,A101,1.0,A124,31.0,A143,A152,3.319227495396217,A173,1.8660337501221167,A192,A201,1
A11,18.0,A34,A40,5302.0,A61,A75,2.0,A93,A101,4.0,A124,36.0,A143,A153,3.0,A174,1.0,A192,A201,2
A14,12.0,A33,A40,1884.0,A64,A75,1.814299818024629,A93,A101,1.9398975081744014,A123,27.33145265054761,A143,A152,1.0,A173,1.0,A192,A202,1
A13,30.0,A34,A43,3656.0,A65,A75,4.0,A93,A101,4.0,A122,49.0,A142,A152,2.0,A172,1.0,A191,A201,1
A14,36.0,A33,A49,9572.0,A61,A72,1.0,A91,A101,1.0,A123,28.0,A143,A152,2.0,A173,1.0,A191,A201,2
A13,49.63600786942641,A31,A45,2923.0,A62,A73,1.0,A92,A103,3.475052935706829,A123,65.94599500283559,A142,A152,2.9514240776150427,A174,1.8288102692990862,A191,A202,1
A11,24.0,A32,A42,2996.0,A65,A73,2.0,A94,A101,4.0,A123,20.0,A143,A152,1.0,A173,1.0,A191,A201,2
A12,48.0,A34,A42,5096.0,A61,A73,2.0,A92,A101,3.0,A123,30.0,A143,A152,1.0,A174,1.0,A192,A201,2
A12,54.0,A30,A49,15945.0,A61,A72,3.0,A93,A101,4.0,A124,58.0,A143,A151,1.0,A173,1.0,A192,A201,2
A12,15.0,A31,A40,6850.0,A62,A71,1.0,A93,A101,2.0,A122,34.0,A143,A152,1.0,A174,2.0,A192,A201,2
A12,18.0,A33,A410,12003.670051902856,A63,A75,2.0,A93,A102,1.0,A121,41.0,A143,A152,3.31598425915057,A173,1.0,A192,A201,1
A14,46.22837970790549,A32,A40,1283.0,A65,A72,4.0,A94,A102,4.0,A122,25.0,A143,A152,1.0,A173,1.996351389227121,A192,A202,1
A14,24.0,A33,A42,14069.325202422018,A62,A73,3.7014617176401012,A93,A101,3.0,A123,63.217175467057814,A143,A152,2.0,A173,1.8045504654456896,A191,A202,1
